pH,Turbidity_NTU,Free_Residual_Chlorine_ppm,TDS_ppm,Total_Hardness_ppm,Calcium_Hardness_ppm,Magnesium_Hardness_ppm,Chlorides_ppm,Phosphate_ppm,Total_Alkalinity_ppm,Sulphates_ppm,Silica_ppm,Source_Sheet,Date,Iron_ppm,Suspended_Solids_ppm,Conductivity_uS_cm,Cycles_of_Concentration
7.8,54.0,0.2,1468.0,882.0,512.0,370.0,244.0,6.1,110.0,875.0,123.0,DCM__MAIN_PLANT_CWT__OLD_Report_-_MARCH_2023__chosen,,0.3,54.0,2191.0,
8.2,35.0,0.4,930.0,521.0,311.0,210.0,297.0,6.1,118.0,877.0,110.0,DCM__MAIN_PLANT_CWT__OLD_Report_-_MARCH_2023__chosen,,0.2,35.0,1388.0,
7.6,50.0,0.1,1430.0,861.0,496.0,263.0,251.0,6.3,100.0,881.0,128.0,DCM__MAIN_PLANT_CWT__OLD_Report_-_MARCH_2023__chosen,,0.3,50.0,2134.0,
7.9,42.0,0.1,1410.0,843.0,509.0,334.0,248.0,6.5,112.0,869.0,134.0,DCM__MAIN_PLANT_CWT__OLD_Report_-_MARCH_2023__chosen,,0.3,42.0,2104.0,
7.6,40.0,0.0,1510.0,836.0,491.0,345.0,236.0,6.0,114.0,958.0,130.0,DCM__MAIN_PLANT_CWT__OLD_Report_-_MARCH_2023__chosen,,0.3,40.0,2254.0,
7.8,28.0,0.0,1240.0,790.0,483.0,307.0,229.0,6.7,100.0,878.0,126.0,DCM__MAIN_PLANT_CWT__OLD_Report_-_MARCH_2023__chosen,,0.2,28.0,2000.0,
7.8,28.0,0.0,1240.0,790.0,483.0,307.0,229.0,6.7,100.0,878.0,126.0,DCM__MAIN_PLANT_CWT__OLD_Report_-_MARCH_2023__chosen,,0.2,28.0,2000.0,
7.9,29.0,0.2,1550.0,798.0,487.0,311.0,236.0,6.1,118.0,873.0,130.0,DCM__MAIN_PLANT_CWT__OLD_Report_-_MARCH_2023__chosen,,0.3,29.0,2313.0,
7.8,38.0,0.0,1360.0,754.0,463.0,291.0,212.0,6.3,118.0,864.0,122.0,DCM__MAIN_PLANT_CWT__OLD_Report_-_MARCH_2023__chosen,,0.2,38.0,2033.0,
7.9,36.0,0.0,1350.0,735.0,454.0,281.0,190.0,6.2,120.0,878.0,120.0,DCM__MAIN_PLANT_CWT__OLD_Report_-_MARCH_2023__chosen,,0.2,36.0,2015.0,
7.9,40.0,0.2,1348.0,727.0,449.0,278.0,198.0,6.5,112.0,890.0,129.0,DCM__MAIN_PLANT_CWT__OLD_Report_-_MARCH_2023__chosen,,0.2,40.0,2012.0,
7.9,43.0,0.3,1200.0,672.0,441.0,231.0,190.0,6.0,100.0,984.0,118.0,DCM__MAIN_PLANT_CWT__OLD_Report_-_MARCH_2023__chosen,,0.3,43.0,1791.0,
8.0,46.0,0.0,1290.0,685.0,458.0,227.0,198.0,6.9,112.0,982.0,125.0,DCM__MAIN_PLANT_CWT__OLD_Report_-_MARCH_2023__chosen,,0.3,46.0,1925.0,
8.0,46.0,0.0,1290.0,685.0,458.0,227.0,198.0,6.9,112.0,982.0,125.0,DCM__MAIN_PLANT_CWT__OLD_Report_-_MARCH_2023__chosen,,0.3,46.0,1925.0,
8.2,39.0,0.5,1210.0,680.0,420.0,260.0,206.0,6.0,119.0,960.0,130.0,DCM__MAIN_PLANT_CWT__OLD_Report_-_MARCH_2023__chosen,,0.2,39.0,1806.0,
7.7,90.0,0.7,1490.0,811.0,479.0,332.0,221.0,7.4,114.0,893.0,136.0,DCM__MAIN_PLANT_CWT__OLD_Report_-_MARCH_2023__chosen,,0.4,90.0,2224.0,
7.6,90.0,0.6,1340.0,806.0,470.0,336.0,213.0,7.4,112.0,890.0,140.0,DCM__MAIN_PLANT_CWT__OLD_Report_-_MARCH_2023__chosen,,0.4,90.0,2000.0,
7.9,88.0,0.6,1400.0,798.0,462.0,336.0,206.0,7.1,104.0,872.0,138.0,DCM__MAIN_PLANT_CWT__OLD_Report_-_MARCH_2023__chosen,,0.4,88.0,2090.0,
7.6,17.0,0.0,930.0,521.0,311.0,210.0,142.0,5.8,100.0,754.0,110.0,DCM__MAIN_PLANT_CWT__OLD_Report_-_MARCH_2023__chosen,,0.2,28.0,1388.0,
8.3,28.0,0.7,2140.0,1080.0,620.0,466.0,350.0,10.5,122.0,984.0,142.0,DCM__MAIN_PLANT_CWT__OLD_Report_-_MARCH_2023__chosen,,0.4,90.0,3194.0,
7.944827586206897,19.0,0.2413793103448276,1523.344827586207,841.448275862069,500.58620689655174,337.3448275862069,250.0,6.306896551724138,112.06896551724138,888.4137931034483,129.44827586206895,DCM__MAIN_PLANT_CWT__OLD_Report_-_MARCH_2023__chosen,,0.28928571428571426,58.689655172413794,2283.9655172413795,
0.0,,11.0,,,,,,4.0,,,,DCM__MAIN_PLANT_CWT__OLD_Report_-_MARCH_2023__chosen,,,,,
8.0,29.0,3.0,3.0,0.0,,,0.0,0.0,0.0,0.0,0.0,DCM__MAIN_PLANT_CWT__OLD_Report_-_MARCH_2023__chosen,,0.0,,,
0.0,,37.93103448275862,,,,,,13.793103448275861,,,,DCM__MAIN_PLANT_CWT__OLD_Report_-_MARCH_2023__chosen,,,,,
27.586206896551722,100.0,10.344827586206897,10.344827586206897,0.0,,,0.0,0.0,0.0,0.0,0.0,DCM__MAIN_PLANT_CWT__OLD_Report_-_MARCH_2023__chosen,,0.0,,,
7.12,51.0,0.8,1730.0,941.0,572.0,369.0,238.0,3.8,,,59.0,DCM__MAIN_PLANT_CWT__OLD_Report_-_MARCH_2024__chosen,,0.6,,2582.0,
7.66,40.0,,1800.0,984.0,530.0,454.0,209.0,3.1,,,55.0,DCM__MAIN_PLANT_CWT__OLD_Report_-_MARCH_2024__chosen,,0.7,,2686.0,
7.7,19.0,,1880.0,958.0,530.0,428.0,252.0,3.3,,,51.0,DCM__MAIN_PLANT_CWT__OLD_Report_-_MARCH_2024__chosen,,0.6,,2805.0,
7.76,30.0,,1910.0,984.0,543.0,441.0,238.0,3.5,,,55.0,DCM__MAIN_PLANT_CWT__OLD_Report_-_MARCH_2024__chosen,,0.6,,2850.0,
7.51,41.0,,1845.0,971.0,522.0,449.0,223.0,2.9,,,49.0,DCM__MAIN_PLANT_CWT__OLD_Report_-_MARCH_2024__chosen,,0.6,,2753.0,
7.46,38.0,,2070.0,984.0,526.0,458.0,216.0,2.5,,,51.0,DCM__MAIN_PLANT_CWT__OLD_Report_-_MARCH_2024__chosen,,0.6,,3090.0,
7.6,29.0,,2310.0,1128.0,585.0,543.0,259.0,3.2,,,53.0,DCM__MAIN_PLANT_CWT__OLD_Report_-_MARCH_2024__chosen,,0.5,,3448.0,
7.12,25.0,,3110.0,1433.0,789.0,644.0,303.0,3.8,,,67.0,DCM__MAIN_PLANT_CWT__OLD_Report_-_MARCH_2024__chosen,,0.5,,4641.0,
7.9,28.0,,2280.0,1412.0,776.0,636.0,274.0,3.6,,,61.0,DCM__MAIN_PLANT_CWT__OLD_Report_-_MARCH_2024__chosen,,0.6,,3403.0,
7.02,68.0,0.7,2580.0,1389.0,744.0,645.0,288.0,3.7,,,57.0,DCM__MAIN_PLANT_CWT__OLD_Report_-_MARCH_2024__chosen,,0.5,,3850.0,
7.36,74.0,0.4,2280.0,1364.0,724.0,640.0,274.0,3.5,,,62.0,DCM__MAIN_PLANT_CWT__OLD_Report_-_MARCH_2024__chosen,,0.5,,3402.0,
7.29,55.0,,1920.0,1314.0,724.0,590.0,245.0,3.2,,,64.0,DCM__MAIN_PLANT_CWT__OLD_Report_-_MARCH_2024__chosen,,0.5,,2866.0,
7.21,27.0,,1810.0,1190.0,619.0,571.0,259.0,3.1,,,61.0,DCM__MAIN_PLANT_CWT__OLD_Report_-_MARCH_2024__chosen,,0.5,,2701.0,
8.0,20.0,,1750.0,1135.0,606.0,529.0,223.0,3.9,,,63.0,DCM__MAIN_PLANT_CWT__OLD_Report_-_MARCH_2024__chosen,,0.4,,2611.0,
7.28,42.0,,1762.0,1140.0,597.0,543.0,238.0,3.6,,,76.0,DCM__MAIN_PLANT_CWT__OLD_Report_-_MARCH_2024__chosen,,0.5,,2629.0,
7.1,53.0,,1951.0,1126.0,593.0,533.0,231.0,3.5,,,75.0,DCM__MAIN_PLANT_CWT__OLD_Report_-_MARCH_2024__chosen,,0.5,,2912.0,
7.32,44.0,0.2,1810.0,1154.0,597.0,557.0,259.0,3.3,,,69.0,DCM__MAIN_PLANT_CWT__OLD_Report_-_MARCH_2024__chosen,,0.6,,2701.0,
7.52,21.0,,1625.0,1149.0,593.0,556.0,245.0,3.2,,,74.0,DCM__MAIN_PLANT_CWT__OLD_Report_-_MARCH_2024__chosen,,0.5,,2425.0,
7.94,19.0,,1710.0,1072.0,588.0,484.0,225.0,3.1,,,73.0,DCM__MAIN_PLANT_CWT__OLD_Report_-_MARCH_2024__chosen,,0.5,,2552.0,
7.2,94.0,0.9,1831.0,1058.0,570.0,488.0,233.0,3.5,,,69.0,DCM__MAIN_PLANT_CWT__OLD_Report_-_MARCH_2024__chosen,,0.5,,2733.0,
7.27,86.0,0.7,1632.0,1053.0,565.0,488.0,218.0,3.3,,,65.0,DCM__MAIN_PLANT_CWT__OLD_Report_-_MARCH_2024__chosen,,0.5,,2435.0,
7.67,90.0,,1754.0,1076.0,602.0,474.0,233.0,3.5,,,74.0,DCM__MAIN_PLANT_CWT__OLD_Report_-_MARCH_2024__chosen,,0.6,,2618.0,
7.3,73.0,,1789.0,1067.0,625.0,442.0,189.0,3.2,,,84.0,DCM__MAIN_PLANT_CWT__OLD_Report_-_MARCH_2024__chosen,,0.6,,2670.0,
,,,,,,0.0,,,,,,DCM__MAIN_PLANT_CWT__OLD_Report_-_MARCH_2024__chosen,,,,,
,,,,,,0.0,,,,,,DCM__MAIN_PLANT_CWT__OLD_Report_-_MARCH_2024__chosen,,,,,
,,,,,,0.0,,,,,,DCM__MAIN_PLANT_CWT__OLD_Report_-_MARCH_2024__chosen,,,,,
,,,,,,0.0,,,,,,DCM__MAIN_PLANT_CWT__OLD_Report_-_MARCH_2024__chosen,,,,,
,,,,,,0.0,,,,,,DCM__MAIN_PLANT_CWT__OLD_Report_-_MARCH_2024__chosen,,,,,
7.02,17.0,0.2,1625.0,941.0,522.0,0.0,142.0,5.8,0.0,0.0,49.0,DCM__MAIN_PLANT_CWT__OLD_Report_-_MARCH_2024__chosen,,0.4,0.0,2425.0,
8.0,28.0,0.9,3110.0,1433.0,789.0,645.0,303.0,10.5,0.0,0.0,84.0,DCM__MAIN_PLANT_CWT__OLD_Report_-_MARCH_2024__chosen,,0.7,0.0,4641.0,
7.4482608695652175,19.0,0.6166666666666667,1962.5652173913043,1134.0,613.9130434782609,427.2142857142857,238.08333333333334,3.3608695652173917,,,63.78260869565217,DCM__MAIN_PLANT_CWT__OLD_Report_-_MARCH_2024__chosen,,0.5409090909090909,,2928.8260869565215,
13.0,,0.0,,,,,,23.0,,,,DCM__MAIN_PLANT_CWT__OLD_Report_-_MARCH_2024__chosen,,,,,
0.0,20.0,4.0,5.0,5.0,,,0.0,0.0,0.0,0.0,0.0,DCM__MAIN_PLANT_CWT__OLD_Report_-_MARCH_2024__chosen,,0.0,,,
56.52173913043478,,0.0,,,,,,100.0,,,,DCM__MAIN_PLANT_CWT__OLD_Report_-_MARCH_2024__chosen,,,,,
0.0,86.95652173913044,66.66666666666667,21.73913043478261,21.73913043478261,,,0.0,0.0,,,0.0,DCM__MAIN_PLANT_CWT__OLD_Report_-_MARCH_2024__chosen,,0.0,,,
7.83,21.0,,1401.0,823.0,312.0,511.0,266.0,3.1,,,158.0,DCM__MAIN_PLANT_CWT__OLD_Report_-_NOV-2023__chosen,,0.7,,2093.0,
7.84,61.0,,1558.0,809.0,303.0,506.0,280.0,3.3,,,162.0,DCM__MAIN_PLANT_CWT__OLD_Report_-_NOV-2023__chosen,,0.6,,2181.0,
7.67,21.0,,1428.0,777.0,402.0,375.0,287.0,3.5,,,158.0,DCM__MAIN_PLANT_CWT__OLD_Report_-_NOV-2023__chosen,,0.5,,2131.0,
7.7,26.0,,1315.0,818.0,378.0,440.0,311.0,3.8,,,186.0,DCM__MAIN_PLANT_CWT__OLD_Report_-_NOV-2023__chosen,,0.5,,1962.0,
7.76,35.0,,1350.0,840.0,383.0,457.0,282.0,3.5,,,181.0,DCM__MAIN_PLANT_CWT__OLD_Report_-_NOV-2023__chosen,,0.5,,2015.0,
7.9,22.0,,1315.0,845.0,378.0,467.0,275.0,3.4,,,188.0,DCM__MAIN_PLANT_CWT__OLD_Report_-_NOV-2023__chosen,,0.5,,1963.0,
7.26,33.0,,1420.0,849.0,365.0,484.0,260.0,3.3,,,175.0,DCM__MAIN_PLANT_CWT__OLD_Report_-_NOV-2023__chosen,,0.5,,2119.0,
7.88,19.0,,1309.0,858.0,378.0,480.0,282.0,3.5,,,179.0,DCM__MAIN_PLANT_CWT__OLD_Report_-_NOV-2023__chosen,,0.5,,1954.0,
7.5,46.0,0.7,1296.0,836.0,453.0,383.0,289.0,3.3,,,162.0,DCM__MAIN_PLANT_CWT__OLD_Report_-_NOV-2023__chosen,,0.5,,1934.0,
7.4,69.0,,1363.0,836.0,453.0,383.0,246.0,3.5,,,152.0,DCM__MAIN_PLANT_CWT__OLD_Report_-_NOV-2023__chosen,,,,2034.0,
7.67,30.0,,945.0,827.0,427.0,400.0,253.0,3.5,,,144.0,DCM__MAIN_PLANT_CWT__OLD_Report_-_NOV-2023__chosen,,0.5,,1410.0,
7.33,22.0,,925.0,827.0,440.0,387.0,253.0,3.1,,,141.0,DCM__MAIN_PLANT_CWT__OLD_Report_-_NOV-2023__chosen,,0.5,,1381.0,
7.11,41.0,,790.0,818.0,444.0,374.0,239.0,2.9,,,139.0,DCM__MAIN_PLANT_CWT__OLD_Report_-_NOV-2023__chosen,,0.5,,1204.0,
7.29,24.0,,695.0,858.0,449.0,409.0,246.0,3.2,,,246.0,DCM__MAIN_PLANT_CWT__OLD_Report_-_NOV-2023__chosen,,0.5,,1037.0,
7.99,59.0,,616.0,937.0,532.0,405.0,224.0,3.2,,,124.0,DCM__MAIN_PLANT_CWT__OLD_Report_-_NOV-2023__chosen,,0.5,,919.0,
7.58,86.0,,811.0,968.0,524.0,444.0,253.0,3.4,,,149.0,DCM__MAIN_PLANT_CWT__OLD_Report_-_NOV-2023__chosen,,0.5,,1210.0,
7.75,115.0,,844.0,950.0,532.0,418.0,239.0,3.1,,,141.0,DCM__MAIN_PLANT_CWT__OLD_Report_-_NOV-2023__chosen,,0.5,,1260.0,
7.45,70.0,,1376.0,968.0,541.0,427.0,231.0,3.3,,,145.0,DCM__MAIN_PLANT_CWT__OLD_Report_-_NOV-2023__chosen,,0.5,,2054.0,
7.11,17.0,0.7,616.0,777.0,303.0,374.0,142.0,5.8,0.0,0.0,124.0,DCM__MAIN_PLANT_CWT__OLD_Report_-_NOV-2023__chosen,,0.5,0.0,919.0,
7.99,28.0,0.7,1558.0,968.0,541.0,511.0,311.0,10.5,0.0,0.0,246.0,DCM__MAIN_PLANT_CWT__OLD_Report_-_NOV-2023__chosen,,0.6,0.0,2181.0,
7.606111111111111,19.0,0.7,1153.1666666666667,858.0,427.44444444444446,430.55555555555554,255.68421052631578,3.327777777777778,,,162.77777777777777,DCM__MAIN_PLANT_CWT__OLD_Report_-_NOV-2023__chosen,,0.50625,,1714.5,
6.0,,0.0,,,,,,18.0,,,,DCM__MAIN_PLANT_CWT__OLD_Report_-_NOV-2023__chosen,,,,,
0.0,17.0,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,4.0,DCM__MAIN_PLANT_CWT__OLD_Report_-_NOV-2023__chosen,,0.0,,,
33.33333333333333,,0.0,,,,,,100.0,,,,DCM__MAIN_PLANT_CWT__OLD_Report_-_NOV-2023__chosen,,,,,
0.0,94.44444444444444,100.0,0.0,0.0,,,0.0,0.0,,,22.22222222222222,DCM__MAIN_PLANT_CWT__OLD_Report_-_NOV-2023__chosen,,0.0,,,
7.58,44.0,,1568.0,859.0,325.0,534.0,302.0,3.5,,,164.0,DCM__MAIN_PLANT_CWT__OLD_Report_-_OCT_-2023__chosen,,0.5,,2340.0,
7.52,35.0,,1520.0,841.0,312.0,529.0,280.0,3.7,,,158.0,DCM__MAIN_PLANT_CWT__OLD_Report_-_OCT_-2023__chosen,,0.5,,2268.0,
,,,,,,,,,,,,DCM__MAIN_PLANT_CWT__OLD_Report_-_OCT_-2023__chosen,,0.5,,,
,,,,,,,,,,,,DCM__MAIN_PLANT_CWT__OLD_Report_-_OCT_-2023__chosen,,0.5,,,
,,,,,,,,,,,,DCM__MAIN_PLANT_CWT__OLD_Report_-_OCT_-2023__chosen,,0.5,,,
,,,,,,,,,,,,DCM__MAIN_PLANT_CWT__OLD_Report_-_OCT_-2023__chosen,,0.5,,,
,,,,,,,,,,,,DCM__MAIN_PLANT_CWT__OLD_Report_-_OCT_-2023__chosen,,0.5,,,
,,,,,,,,,,,,DCM__MAIN_PLANT_CWT__OLD_Report_-_OCT_-2023__chosen,,0.5,,,
,,,,,,,,,,,,DCM__MAIN_PLANT_CWT__OLD_Report_-_OCT_-2023__chosen,,0.5,,,
,,,,,,,,,,,,DCM__MAIN_PLANT_CWT__OLD_Report_-_OCT_-2023__chosen,,0.5,,,
,,,,,,,,,,,,DCM__MAIN_PLANT_CWT__OLD_Report_-_OCT_-2023__chosen,,0.5,,,
,,,,,,,,,,,,DCM__MAIN_PLANT_CWT__OLD_Report_-_OCT_-2023__chosen,,0.5,,,
,,,,,,,,,,,,DCM__MAIN_PLANT_CWT__OLD_Report_-_OCT_-2023__chosen,,0.5,,,
,,,,,,,,,,,,DCM__MAIN_PLANT_CWT__OLD_Report_-_OCT_-2023__chosen,,0.5,,,
,,,,,,,,,,,,DCM__MAIN_PLANT_CWT__OLD_Report_-_OCT_-2023__chosen,,0.5,,,
,,,,,,,,,,,,DCM__MAIN_PLANT_CWT__OLD_Report_-_OCT_-2023__chosen,,0.5,,,
,,,,,,,,,,,,DCM__MAIN_PLANT_CWT__OLD_Report_-_OCT_-2023__chosen,,0.5,,,
,,,,,,,,,,,,DCM__MAIN_PLANT_CWT__OLD_Report_-_OCT_-2023__chosen,,0.5,,,
,,,,,,,,,,,,DCM__MAIN_PLANT_CWT__OLD_Report_-_OCT_-2023__chosen,,0.5,,,
,,,,,,,,,,,,DCM__MAIN_PLANT_CWT__OLD_Report_-_OCT_-2023__chosen,,0.5,,,
7.52,17.0,0.0,1520.0,841.0,312.0,529.0,142.0,5.8,0.0,0.0,158.0,DCM__MAIN_PLANT_CWT__OLD_Report_-_OCT_-2023__chosen,,0.5,0.0,2268.0,
7.58,28.0,0.0,1568.0,859.0,325.0,534.0,302.0,10.5,0.0,0.0,164.0,DCM__MAIN_PLANT_CWT__OLD_Report_-_OCT_-2023__chosen,,0.5,0.0,2340.0,
7.55,19.0,,1544.0,850.0,318.5,531.5,241.33333333333334,3.6,,,161.0,DCM__MAIN_PLANT_CWT__OLD_Report_-_OCT_-2023__chosen,,0.5,,2304.0,
0.0,,0.0,,,,,,2.0,,,,DCM__MAIN_PLANT_CWT__OLD_Report_-_OCT_-2023__chosen,,,,,
0.0,2.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,DCM__MAIN_PLANT_CWT__OLD_Report_-_OCT_-2023__chosen,,0.0,,,
0.0,,,,,,,,100.0,,,,DCM__MAIN_PLANT_CWT__OLD_Report_-_OCT_-2023__chosen,,,,,
0.0,100.0,,0.0,0.0,,,0.0,0.0,,,0.0,DCM__MAIN_PLANT_CWT__OLD_Report_-_OCT_-2023__chosen,,0.0,,,
7.35,33.0,0.4,1410.0,735.0,386.0,349.0,355.0,6.9,,,166.0,DCM__MAIN_PLANT_CWT__OLD_Report_-_SEPT-2023__chosen,,0.7,,2104.0,
7.72,56.0,0.4,1365.0,748.0,399.0,349.0,369.0,7.1,102.0,,172.0,DCM__MAIN_PLANT_CWT__OLD_Report_-_SEPT-2023__chosen,,0.7,,2037.0,
7.56,21.0,0.3,1160.0,617.0,314.0,303.0,282.0,5.9,110.0,,121.0,DCM__MAIN_PLANT_CWT__OLD_Report_-_SEPT-2023__chosen,,0.5,,1731.0,
7.72,42.0,,1810.0,760.0,399.0,361.0,398.0,7.3,,,188.0,DCM__MAIN_PLANT_CWT__OLD_Report_-_SEPT-2023__chosen,,0.7,,2701.0,
7.36,32.0,,1456.0,718.0,365.0,353.0,291.0,7.1,,,181.0,DCM__MAIN_PLANT_CWT__OLD_Report_-_SEPT-2023__chosen,,0.7,,2173.0,
7.8,25.0,,1540.0,760.0,372.0,388.0,390.0,6.4,,,180.0,DCM__MAIN_PLANT_CWT__OLD_Report_-_SEPT-2023__chosen,,0.6,,2294.0,
7.73,26.0,,1520.0,714.0,357.0,357.0,398.0,6.5,,,184.0,DCM__MAIN_PLANT_CWT__OLD_Report_-_SEPT-2023__chosen,,0.7,,2268.0,
7.69,22.0,,1390.0,733.0,369.0,364.0,391.0,6.2,,,188.0,DCM__MAIN_PLANT_CWT__OLD_Report_-_SEPT-2023__chosen,,0.7,,2074.0,
6.92,16.0,,1501.0,757.0,365.0,392.0,391.0,6.4,,,179.0,DCM__MAIN_PLANT_CWT__OLD_Report_-_SEPT-2023__chosen,,0.6,,2240.0,
7.45,20.0,,1480.0,768.0,372.0,396.0,398.0,6.0,,,189.0,DCM__MAIN_PLANT_CWT__OLD_Report_-_SEPT-2023__chosen,,0.6,,2209.0,
7.41,17.0,,1585.0,760.0,376.0,384.0,405.0,6.2,,,182.0,DCM__MAIN_PLANT_CWT__OLD_Report_-_SEPT-2023__chosen,,0.7,,2365.0,
7.81,21.0,0.2,1348.0,768.0,365.0,403.0,383.0,6.1,,,174.0,DCM__MAIN_PLANT_CWT__OLD_Report_-_SEPT-2023__chosen,,0.6,,2011.0,
7.72,24.0,0.3,1427.0,776.0,396.0,380.0,376.0,6.0,,,179.0,DCM__MAIN_PLANT_CWT__OLD_Report_-_SEPT-2023__chosen,,0.6,,2150.0,
7.13,20.0,0.6,1300.0,768.0,380.0,388.0,391.0,5.8,,,193.0,DCM__MAIN_PLANT_CWT__OLD_Report_-_SEPT-2023__chosen,,0.7,,1940.0,
7.56,20.0,0.3,1330.0,811.0,384.0,427.0,362.0,5.1,,,193.0,DCM__MAIN_PLANT_CWT__OLD_Report_-_SEPT-2023__chosen,,0.7,,1985.0,
7.64,22.0,0.2,1350.0,820.0,390.0,430.0,354.0,5.3,,,187.0,DCM__MAIN_PLANT_CWT__OLD_Report_-_SEPT-2023__chosen,,0.7,,2020.0,
7.24,30.0,0.7,1141.0,795.0,392.0,403.0,369.0,5.3,,,189.0,DCM__MAIN_PLANT_CWT__OLD_Report_-_SEPT-2023__chosen,,0.7,,1703.0,
7.25,41.0,0.6,1174.0,803.0,376.0,427.0,376.0,5.6,,,178.0,DCM__MAIN_PLANT_CWT__OLD_Report_-_SEPT-2023__chosen,,0.6,,1752.0,
7.28,42.0,0.7,1160.0,799.0,380.0,419.0,369.0,5.2,,,182.0,DCM__MAIN_PLANT_CWT__OLD_Report_-_SEPT-2023__chosen,,0.6,,1731.0,
7.4,41.0,,1199.0,795.0,388.0,407.0,362.0,5.4,,,188.0,DCM__MAIN_PLANT_CWT__OLD_Report_-_SEPT-2023__chosen,,0.6,,1789.0,
7.56,38.0,,1130.0,757.0,369.0,388.0,311.0,5.0,,,163.0,DCM__MAIN_PLANT_CWT__OLD_Report_-_SEPT-2023__chosen,,0.6,,1686.0,
7.44,42.0,0.4,1048.0,764.0,376.0,388.0,347.0,5.1,,,178.0,DCM__MAIN_PLANT_CWT__OLD_Report_-_SEPT-2023__chosen,,0.6,,1564.0,
7.74,45.0,0.7,1061.0,784.0,384.0,400.0,369.0,5.3,,,186.0,DCM__MAIN_PLANT_CWT__OLD_Report_-_SEPT-2023__chosen,,0.6,,1583.0,
7.12,61.0,0.8,1311.0,792.0,392.0,400.0,376.0,5.2,,,172.0,DCM__MAIN_PLANT_CWT__OLD_Report_-_SEPT-2023__chosen,,0.7,,1957.0,
7.21,59.0,0.6,1383.0,795.0,380.0,415.0,362.0,5.1,,,178.0,DCM__MAIN_PLANT_CWT__OLD_Report_-_SEPT-2023__chosen,,0.6,,2064.0,
6.92,17.0,0.2,1048.0,617.0,314.0,303.0,142.0,5.8,102.0,0.0,121.0,DCM__MAIN_PLANT_CWT__OLD_Report_-_SEPT-2023__chosen,,0.5,0.0,1564.0,
7.81,28.0,0.8,1810.0,820.0,399.0,430.0,405.0,10.5,110.0,0.0,193.0,DCM__MAIN_PLANT_CWT__OLD_Report_-_SEPT-2023__chosen,,0.7,0.0,2701.0,
7.472400000000001,19.0,0.48000000000000004,1343.16,763.88,377.04,386.84,358.34615384615387,5.899999999999999,106.0,,178.8,DCM__MAIN_PLANT_CWT__OLD_Report_-_SEPT-2023__chosen,,0.6416666666666664,,2005.24,
13.0,,0.0,,,,,,13.0,,,,DCM__MAIN_PLANT_CWT__OLD_Report_-_SEPT-2023__chosen,,,,,
0.0,20.0,7.0,0.0,0.0,,,0.0,0.0,0.0,0.0,13.0,DCM__MAIN_PLANT_CWT__OLD_Report_-_SEPT-2023__chosen,,0.0,,,
52.0,,0.0,,,,,,52.0,,,,DCM__MAIN_PLANT_CWT__OLD_Report_-_SEPT-2023__chosen,,,,,
0.0,80.0,46.66666666666667,0.0,0.0,,,0.0,0.0,0.0,,52.0,DCM__MAIN_PLANT_CWT__OLD_Report_-_SEPT-2023__chosen,,0.0,,,
8.4,20.0,0.0,1720.0,794.0,458.0,336.0,232.0,5.4,105.0,910.0,168.0,DCM__MAIN_PLANT_CWT__OLD_Report_-april_2022__chosen,,0.2,20.0,2567.0,
7.1,20.0,0.0,1680.0,785.0,449.0,336.0,224.0,7.0,110.0,864.0,170.0,DCM__MAIN_PLANT_CWT__OLD_Report_-april_2022__chosen,,0.2,20.0,2501.0,
7.1,20.0,0.0,1680.0,785.0,449.0,336.0,224.0,7.0,110.0,864.0,170.0,DCM__MAIN_PLANT_CWT__OLD_Report_-april_2022__chosen,,0.2,20.0,2501.0,
8.1,20.0,0.0,1650.0,752.0,441.0,311.0,377.0,5.8,102.0,864.0,165.0,DCM__MAIN_PLANT_CWT__OLD_Report_-april_2022__chosen,,0.2,20.0,2463.0,
8.3,19.0,0.0,1700.0,743.0,445.0,298.0,369.0,6.0,110.0,887.0,160.0,DCM__MAIN_PLANT_CWT__OLD_Report_-april_2022__chosen,,0.2,19.0,2537.0,
8.2,18.0,0.0,1680.0,722.0,437.0,285.0,355.0,6.2,102.0,864.0,150.0,DCM__MAIN_PLANT_CWT__OLD_Report_-april_2022__chosen,,0.2,18.0,2507.0,
7.5,18.0,0.0,1764.0,714.0,428.0,286.0,312.0,6.0,100.0,887.0,152.0,DCM__MAIN_PLANT_CWT__OLD_Report_-april_2022__chosen,,0.2,18.0,2633.0,
7.5,21.0,0.0,1740.0,735.0,433.0,302.0,327.0,6.6,102.0,887.0,150.0,DCM__MAIN_PLANT_CWT__OLD_Report_-april_2022__chosen,,0.2,21.0,2597.0,
7.5,20.0,0.0,1780.0,769.0,462.0,307.0,363.0,6.0,112.0,864.0,172.0,DCM__MAIN_PLANT_CWT__OLD_Report_-april_2022__chosen,,0.2,20.0,2457.0,
7.5,20.0,0.0,1780.0,769.0,462.0,307.0,363.0,6.0,112.0,864.0,172.0,DCM__MAIN_PLANT_CWT__OLD_Report_-april_2022__chosen,,0.2,20.0,2457.0,
7.7,20.0,0.1,1792.0,756.0,458.0,298.0,334.0,6.3,102.0,878.0,156.0,DCM__MAIN_PLANT_CWT__OLD_Report_-april_2022__chosen,,0.2,20.0,2570.0,
