pH,Turbidity_NTU,Free_Residual_Chlorine_ppm,TDS_ppm,Total_Hardness_ppm,Calcium_Hardness_ppm,Magnesium_Hardness_ppm,Chlorides_ppm,Phosphate_ppm,Total_Alkalinity_ppm,Sulphates_ppm,Silica_ppm,Source_Sheet,Date,Iron_ppm,Suspended_Solids_ppm,Conductivity_uS_cm,Cycles_of_Concentration
7.9,,0.1,773.0,448.0,280.0,168.0,188.0,7.0,100.0,,74.0,DCM____NEW_CT_Report_-JAN_2024_to_OCT_2025__chosen,,0.5,13.0,1154.0,
8.1,,0.6,770.0,617.0,346.0,271.0,188.0,6.8,100.0,,109.0,DCM____NEW_CT_Report_-JAN_2024_to_OCT_2025__chosen,,0.6,20.0,1149.0,
7.85,,0.8,817.0,645.0,367.0,278.0,196.0,6.5,94.0,,93.0,DCM____NEW_CT_Report_-JAN_2024_to_OCT_2025__chosen,,0.5,15.0,1219.0,
8.3,,1.0,853.0,628.0,348.0,280.0,186.0,6.2,128.0,,110.0,DCM____NEW_CT_Report_-JAN_2024_to_OCT_2025__chosen,,0.6,22.0,1273.0,
8.4,,0.1,935.0,533.0,306.0,227.0,195.0,7.0,124.0,,113.0,DCM____NEW_CT_Report_-JAN_2024_to_OCT_2025__chosen,,0.6,25.0,1396.0,
7.83,,0.2,987.0,562.0,335.0,227.0,196.0,6.7,119.0,,102.0,DCM____NEW_CT_Report_-JAN_2024_to_OCT_2025__chosen,,0.5,15.0,1473.0,
7.72,,0.5,1044.0,560.0,339.0,221.0,200.0,6.2,109.0,,115.0,DCM____NEW_CT_Report_-JAN_2024_to_OCT_2025__chosen,,0.6,16.0,1558.0,
7.7,,0.4,980.0,558.0,330.0,228.0,193.0,6.8,110.0,,125.0,DCM____NEW_CT_Report_-JAN_2024_to_OCT_2025__chosen,,0.5,14.0,1462.0,
8.24,,0.4,800.0,530.0,335.0,195.0,230.0,7.0,115.0,,120.0,DCM____NEW_CT_Report_-JAN_2024_to_OCT_2025__chosen,,0.5,13.0,1194.0,
8.39,,0.5,978.0,667.0,367.0,300.0,224.0,6.1,120.0,,119.0,DCM____NEW_CT_Report_-JAN_2024_to_OCT_2025__chosen,,0.5,14.0,1459.0,
8.3,,0.3,972.0,672.0,368.0,304.0,240.0,6.0,110.0,,112.0,DCM____NEW_CT_Report_-JAN_2024_to_OCT_2025__chosen,,0.5,14.0,1450.0,
7.8,,0.6,1200.0,784.0,421.0,363.0,275.0,7.5,121.0,,122.0,DCM____NEW_CT_Report_-JAN_2024_to_OCT_2025__chosen,,0.5,14.0,1791.0,
7.84,,0.4,1280.0,816.0,430.0,386.0,270.0,7.3,125.0,,127.0,DCM____NEW_CT_Report_-JAN_2024_to_OCT_2025__chosen,,0.5,14.0,1910.0,
7.8,,1.0,1150.0,801.0,443.0,358.0,232.0,7.3,116.0,,109.0,DCM____NEW_CT_Report_-JAN_2024_to_OCT_2025__chosen,,0.5,13.0,1716.0,
8.15,,0.8,1000.0,792.0,452.0,340.0,252.0,7.1,114.0,,106.0,DCM____NEW_CT_Report_-JAN_2024_to_OCT_2025__chosen,,0.5,17.0,1492.0,
8.15,,0.4,1021.0,812.0,409.0,403.0,259.0,7.2,120.0,,110.0,DCM____NEW_CT_Report_-JAN_2024_to_OCT_2025__chosen,,0.4,20.0,1523.0,
8.35,,1.0,854.0,752.0,418.0,334.0,219.0,6.8,114.0,,109.0,DCM____NEW_CT_Report_-JAN_2024_to_OCT_2025__chosen,,0.5,16.0,1274.0,
8.1,,1.0,920.0,720.0,400.0,320.0,213.0,7.2,118.0,,112.0,DCM____NEW_CT_Report_-JAN_2024_to_OCT_2025__chosen,,0.5,20.0,1373.0,
8.13,,1.0,1049.0,640.0,376.0,264.0,212.0,7.0,110.0,,140.0,DCM____NEW_CT_Report_-JAN_2024_to_OCT_2025__chosen,,0.5,16.0,1566.0,
8.33,,0.1,1135.0,665.0,380.0,285.0,230.0,7.2,120.0,,149.0,DCM____NEW_CT_Report_-JAN_2024_to_OCT_2025__chosen,,0.5,17.0,1694.0,
8.2,,0.1,715.0,412.0,305.0,107.0,132.0,9.0,75.0,,140.0,DCM____NEW_CT_Report_-JAN_2024_to_OCT_2025__chosen,,0.6,26.0,1067.0,
8.45,,,636.0,406.0,217.0,189.0,58.0,10.2,110.0,,79.0,DCM____NEW_CT_Report_-JAN_2024_to_OCT_2025__chosen,,0.1,28.0,949.0,
8.2,,,670.0,420.0,228.0,192.0,88.0,9.2,102.0,,82.0,DCM____NEW_CT_Report_-JAN_2024_to_OCT_2025__chosen,,0.2,21.0,1000.0,
8.26,,,690.0,439.0,240.0,199.0,115.0,8.8,110.0,,91.0,DCM____NEW_CT_Report_-JAN_2024_to_OCT_2025__chosen,,0.4,18.0,1030.0,
8.5,,,640.0,440.0,248.0,192.0,112.0,8.6,132.0,,94.0,DCM____NEW_CT_Report_-JAN_2024_to_OCT_2025__chosen,,0.4,18.0,955.0,
8.4,,0.2,810.0,470.0,262.0,208.0,122.0,8.4,125.0,,100.0,DCM____NEW_CT_Report_-JAN_2024_to_OCT_2025__chosen,,0.4,18.0,1209.0,
8.24,,,700.0,420.0,242.0,178.0,132.0,8.2,118.0,,102.0,DCM____NEW_CT_Report_-JAN_2024_to_OCT_2025__chosen,,0.5,17.0,1044.0,
7.9,,1.0,970.0,430.0,229.0,201.0,148.0,7.9,110.0,,98.0,DCM____NEW_CT_Report_-JAN_2024_to_OCT_2025__chosen,,0.5,16.0,1448.0,
8.0,,1.0,1210.0,570.0,283.0,287.0,210.0,7.0,100.0,,110.0,DCM____NEW_CT_Report_-JAN_2024_to_OCT_2025__chosen,,0.6,26.0,1806.0,
8.36,,0.5,1150.0,531.0,262.0,269.0,190.0,6.7,107.0,,90.0,DCM____NEW_CT_Report_-JAN_2024_to_OCT_2025__chosen,,0.5,18.0,1716.0,
8.35,,1.0,1019.0,573.0,318.0,255.0,191.0,7.0,120.0,,110.0,DCM____NEW_CT_Report_-JAN_2024_to_OCT_2025__chosen,,0.4,23.0,1520.0,
8.33,,0.6,1218.0,564.0,338.0,226.0,210.0,6.9,120.0,,120.0,DCM____NEW_CT_Report_-JAN_2024_to_OCT_2025__chosen,,0.6,18.0,1818.0,
8.39,,0.3,970.0,580.0,330.0,250.0,220.0,6.1,125.0,,112.0,DCM____NEW_CT_Report_-JAN_2024_to_OCT_2025__chosen,,0.5,15.0,1448.0,
8.5,,0.1,990.0,583.0,335.0,248.0,229.0,6.4,140.0,,120.0,DCM____NEW_CT_Report_-JAN_2024_to_OCT_2025__chosen,,0.5,18.0,1478.0,
8.48,,1.0,1136.0,582.0,354.0,228.0,178.0,6.0,128.0,,118.0,DCM____NEW_CT_Report_-JAN_2024_to_OCT_2025__chosen,,0.5,20.0,1696.0,
5.68,17.0,0.1,595.0,380.0,138.0,11.0,142.0,5.8,70.0,0.0,62.0,DCM____NEW_CT_Report_-JAN_2024_to_OCT_2025__chosen,,0.1,,888.0,
8.97,28.0,1.0,1681.0,998.0,680.0,520.0,368.0,10.5,140.0,0.0,149.0,DCM____NEW_CT_Report_-JAN_2024_to_OCT_2025__chosen,,0.6,,2509.0,
7.996941489361706,19.0,0.5085106382978721,987.5026595744681,659.031914893617,351.40159574468083,307.63031914893617,196.52393617021278,4.419414893617023,108.6938775510204,,81.8319783197832,DCM____NEW_CT_Report_-JAN_2024_to_OCT_2025__chosen,,0.4924932975871316,,1473.651595744681,
48.0,,28.0,,,,,,328.0,,,,DCM____NEW_CT_Report_-JAN_2024_to_OCT_2025__chosen,,,,,
211.0,159.0,74.0,0.0,0.0,,,0.0,7.0,0.0,0.0,0.0,DCM____NEW_CT_Report_-JAN_2024_to_OCT_2025__chosen,,0.0,,,
12.76595744680851,,14.893617021276595,,,,,,87.23404255319149,,,,DCM____NEW_CT_Report_-JAN_2024_to_OCT_2025__chosen,,,,,
56.11702127659574,60.22727272727273,39.361702127659576,0.0,0.0,,,0.0,1.8617021276595744,0.0,,0.0,DCM____NEW_CT_Report_-JAN_2024_to_OCT_2025__chosen,,0.0,,,
8.85,,,875.0,425.0,262.0,163.0,130.0,7.0,295.0,,,DCM___ECH_CT_-_SEPT_2024_to_AUG-2025__chosen,,,,,
8.8,,,880.0,423.0,260.0,163.0,127.0,6.9,297.0,,,DCM___ECH_CT_-_SEPT_2024_to_AUG-2025__chosen,,,,1313.0,
8.65,,,865.0,427.0,263.0,164.0,130.0,6.7,302.0,,,DCM___ECH_CT_-_SEPT_2024_to_AUG-2025__chosen,,,,1291.0,
8.98,,,800.0,438.0,274.0,164.0,139.0,6.8,318.0,,,DCM___ECH_CT_-_SEPT_2024_to_AUG-2025__chosen,,,,1194.0,
9.22,,,720.0,350.0,224.0,126.0,142.0,7.0,300.0,,,DCM___ECH_CT_-_SEPT_2024_to_AUG-2025__chosen,,,,1102.0,
9.28,,,700.0,348.0,219.0,129.0,144.0,7.2,310.0,,,DCM___ECH_CT_-_SEPT_2024_to_AUG-2025__chosen,,,,1044.0,
9.25,27.0,,722.0,353.0,229.0,124.0,146.0,6.9,315.0,,,DCM___ECH_CT_-_SEPT_2024_to_AUG-2025__chosen,,,,1077.0,
8.84,20.0,,698.0,368.0,238.0,130.0,133.0,6.5,302.0,,,DCM___ECH_CT_-_SEPT_2024_to_AUG-2025__chosen,,,,1041.0,
8.9,,,684.0,364.0,233.0,131.0,130.0,6.2,298.0,,,DCM___ECH_CT_-_SEPT_2024_to_AUG-2025__chosen,,,,1020.0,
8.96,21.0,,650.0,356.0,224.0,132.0,134.0,6.0,300.0,,,DCM___ECH_CT_-_SEPT_2024_to_AUG-2025__chosen,,,,970.0,
8.92,,,673.0,360.0,229.0,131.0,140.0,6.2,303.0,,,DCM___ECH_CT_-_SEPT_2024_to_AUG-2025__chosen,,,,1004.0,
8.87,,,680.0,365.0,232.0,133.0,145.0,6.4,310.0,,,DCM___ECH_CT_-_SEPT_2024_to_AUG-2025__chosen,,,,1014.0,
8.85,13.0,,759.0,344.0,213.0,131.0,122.0,6.0,290.0,,,DCM___ECH_CT_-_SEPT_2024_to_AUG-2025__chosen,,,,1132.0,
8.9,11.0,,764.0,369.0,233.0,136.0,128.0,6.2,302.0,,,DCM___ECH_CT_-_SEPT_2024_to_AUG-2025__chosen,,,,1140.0,
9.0,12.0,,733.0,359.0,230.0,129.0,130.0,6.4,310.0,,,DCM___ECH_CT_-_SEPT_2024_to_AUG-2025__chosen,,,,1094.0,
8.89,13.0,,724.0,346.0,213.0,133.0,124.0,6.6,308.0,,,DCM___ECH_CT_-_SEPT_2024_to_AUG-2025__chosen,,,,1073.0,
8.86,,,713.0,366.0,208.0,158.0,142.0,6.0,316.0,,,DCM___ECH_CT_-_SEPT_2024_to_AUG-2025__chosen,,,,1064.0,
8.87,12.0,,703.0,354.0,200.0,154.0,140.0,6.4,310.0,,,DCM___ECH_CT_-_SEPT_2024_to_AUG-2025__chosen,,,,1053.0,
8.78,14.0,,697.0,358.0,208.0,150.0,137.0,6.5,317.0,,,DCM___ECH_CT_-_SEPT_2024_to_AUG-2025__chosen,,,,1040.0,
8.7,11.0,,680.0,369.0,212.0,157.0,129.0,6.4,320.0,,,DCM___ECH_CT_-_SEPT_2024_to_AUG-2025__chosen,,,,1014.0,
8.78,12.0,,692.0,357.0,200.0,157.0,132.0,6.0,309.0,,,DCM___ECH_CT_-_SEPT_2024_to_AUG-2025__chosen,,,,1033.0,
9.1,14.0,,690.0,398.0,264.0,134.0,140.0,6.5,320.0,,,DCM___ECH_CT_-_SEPT_2024_to_AUG-2025__chosen,,,,1030.0,
9.09,18.0,,698.0,409.0,254.0,155.0,122.0,6.8,328.0,,,DCM___ECH_CT_-_SEPT_2024_to_AUG-2025__chosen,,,,1041.0,
8.2,16.0,,780.0,456.0,293.0,163.0,120.0,7.0,340.0,,,DCM___ECH_CT_-_SEPT_2024_to_AUG-2025__chosen,,,,1164.0,
9.25,16.0,,770.0,444.0,290.0,154.0,127.0,6.9,332.0,,,DCM___ECH_CT_-_SEPT_2024_to_AUG-2025__chosen,,,,1149.0,
8.85,9.1,,790.0,475.0,296.0,179.0,122.0,7.0,325.0,,,DCM___ECH_CT_-_SEPT_2024_to_AUG-2025__chosen,,,,1179.0,
9.18,15.0,,780.0,488.0,293.0,195.0,130.0,6.4,348.0,,,DCM___ECH_CT_-_SEPT_2024_to_AUG-2025__chosen,,,,1164.0,
8.93,15.0,,729.0,533.0,330.0,203.0,138.0,7.0,314.0,,,DCM___ECH_CT_-_SEPT_2024_to_AUG-2025__chosen,,,,1088.0,
8.9,15.0,,735.0,545.0,337.0,208.0,132.0,7.0,310.0,,,DCM___ECH_CT_-_SEPT_2024_to_AUG-2025__chosen,,,,1097.0,
8.93,15.0,,730.0,542.0,336.0,206.0,137.0,6.9,317.0,,,DCM___ECH_CT_-_SEPT_2024_to_AUG-2025__chosen,,,,1089.0,
8.9,,,753.0,473.0,,473.0,120.0,7.1,339.0,,,DCM___ECH_CT_-_SEPT_2024_to_AUG-2025__chosen,,,,1124.0,
8.94,,,750.0,470.0,291.0,179.0,126.0,6.8,344.0,,,DCM___ECH_CT_-_SEPT_2024_to_AUG-2025__chosen,,,,1119.0,
9.25,10.0,,793.0,502.0,309.0,193.0,125.0,6.4,378.0,,,DCM___ECH_CT_-_SEPT_2024_to_AUG-2025__chosen,,,,1184.0,
9.3,13.0,,788.0,509.0,310.0,199.0,121.0,6.6,384.0,,,DCM___ECH_CT_-_SEPT_2024_to_AUG-2025__chosen,,,,1176.0,
9.09,15.0,,810.0,513.0,,513.0,124.0,6.9,390.0,,,DCM___ECH_CT_-_SEPT_2024_to_AUG-2025__chosen,,,,1208.0,
9.15,19.0,,817.0,507.0,314.0,193.0,130.0,6.7,390.0,,,DCM___ECH_CT_-_SEPT_2024_to_AUG-2025__chosen,,,,1219.0,
8.8,18.0,,850.0,540.0,335.0,205.0,128.0,7.0,309.0,,,DCM___ECH_CT_-_SEPT_2024_to_AUG-2025__chosen,,,,1269.0,
9.25,16.0,,827.0,523.0,324.0,199.0,135.0,6.8,315.0,,,DCM___ECH_CT_-_SEPT_2024_to_AUG-2025__chosen,,,,1234.0,
9.2,7.0,,740.0,430.0,266.0,164.0,135.0,6.4,310.0,,,DCM___ECH_CT_-_SEPT_2024_to_AUG-2025__chosen,,,,1104.0,
9.4,13.0,,680.0,380.0,235.0,145.0,170.0,6.8,344.0,,,DCM___ECH_CT_-_SEPT_2024_to_AUG-2025__chosen,,,,1014.0,
9.3,12.0,,672.0,354.0,226.0,128.0,168.0,6.0,340.0,,,DCM___ECH_CT_-_SEPT_2024_to_AUG-2025__chosen,,,,1009.0,
9.27,12.0,,675.0,360.0,227.0,133.0,175.0,6.2,332.0,,,DCM___ECH_CT_-_SEPT_2024_to_AUG-2025__chosen,,,,1007.0,
9.2,13.0,,720.0,400.0,248.0,152.0,159.0,6.4,302.0,,,DCM___ECH_CT_-_SEPT_2024_to_AUG-2025__chosen,,,,1074.0,
9.1,12.0,,805.0,422.0,259.0,163.0,162.0,6.9,300.0,,,DCM___ECH_CT_-_SEPT_2024_to_AUG-2025__chosen,,,,1201.0,
9.15,12.0,,812.0,413.0,256.0,157.0,168.0,6.7,295.0,,,DCM___ECH_CT_-_SEPT_2024_to_AUG-2025__chosen,,,,1211.0,
9.2,10.0,1.0,830.0,420.0,273.0,147.0,170.0,6.5,300.0,,,DCM___ECH_CT_-_SEPT_2024_to_AUG-2025__chosen,,,,1238.0,
9.14,11.0,,794.0,412.0,268.0,144.0,164.0,7.0,302.0,,,DCM___ECH_CT_-_SEPT_2024_to_AUG-2025__chosen,,,,1185.0,
9.25,16.0,0.8,804.0,423.0,274.0,149.0,159.0,6.4,318.0,,,DCM___ECH_CT_-_SEPT_2024_to_AUG-2025__chosen,,,,1200.0,
9.04,17.0,,743.0,403.0,264.0,139.0,142.0,6.0,300.0,,,DCM___ECH_CT_-_SEPT_2024_to_AUG-2025__chosen,,,,1108.0,
9.1,19.0,0.8,737.0,410.0,264.0,146.0,148.0,6.0,307.0,,,DCM___ECH_CT_-_SEPT_2024_to_AUG-2025__chosen,,,,1100.0,
9.1,16.0,0.2,750.0,395.0,254.0,141.0,140.0,6.8,298.0,,,DCM___ECH_CT_-_SEPT_2024_to_AUG-2025__chosen,,,,1119.0,
9.1,15.0,0.5,690.0,410.0,269.0,141.0,140.0,6.8,304.0,,,DCM___ECH_CT_-_SEPT_2024_to_AUG-2025__chosen,,,,1030.0,
9.0,15.0,0.2,643.0,415.0,273.0,142.0,144.0,6.0,318.0,,,DCM___ECH_CT_-_SEPT_2024_to_AUG-2025__chosen,,,,960.0,
9.1,14.0,,620.0,422.0,280.0,142.0,140.0,6.3,321.0,,,DCM___ECH_CT_-_SEPT_2024_to_AUG-2025__chosen,,,,925.0,
9.1,14.0,,627.0,433.0,282.0,151.0,152.0,6.5,314.0,,,DCM___ECH_CT_-_SEPT_2024_to_AUG-2025__chosen,,,,935.0,
9.08,11.0,,640.0,440.0,284.0,156.0,160.0,6.5,320.0,,,DCM___ECH_CT_-_SEPT_2024_to_AUG-2025__chosen,,,,955.0,
9.1,10.0,0.2,620.0,398.0,246.0,152.0,130.0,6.7,340.0,,,DCM___ECH_CT_-_SEPT_2024_to_AUG-2025__chosen,,,,925.0,
9.02,11.0,0.3,594.0,350.0,233.0,117.0,120.0,6.9,310.0,,,DCM___ECH_CT_-_SEPT_2024_to_AUG-2025__chosen,,,,886.0,
9.02,12.0,0.9,580.0,343.0,224.0,119.0,129.0,7.2,300.0,,,DCM___ECH_CT_-_SEPT_2024_to_AUG-2025__chosen,,,,873.0,
9.14,14.0,0.2,593.0,350.0,239.0,111.0,132.0,7.4,308.0,,,DCM___ECH_CT_-_SEPT_2024_to_AUG-2025__chosen,,,,885.0,
9.1,12.0,0.2,610.0,357.0,221.0,136.0,137.0,7.4,316.0,,,DCM___ECH_CT_-_SEPT_2024_to_AUG-2025__chosen,,,,910.0,
9.28,13.0,0.4,632.0,330.0,214.0,116.0,133.0,6.9,310.0,,,DCM___ECH_CT_-_SEPT_2024_to_AUG-2025__chosen,,,,943.0,
9.3,13.0,0.3,642.0,337.0,208.0,129.0,137.0,6.9,317.0,,,DCM___ECH_CT_-_SEPT_2024_to_AUG-2025__chosen,,,,958.0,
9.26,15.0,,652.0,345.0,213.0,132.0,142.0,7.0,324.0,,,DCM___ECH_CT_-_SEPT_2024_to_AUG-2025__chosen,,,,973.0,
8.01,15.0,0.3,680.0,357.0,221.0,136.0,155.0,6.0,130.0,,,DCM___ECH_CT_-_SEPT_2024_to_AUG-2025__chosen,,,,1014.0,
6.5,15.0,,593.0,240.0,148.0,92.0,142.0,6.5,100.0,,,DCM___ECH_CT_-_SEPT_2024_to_AUG-2025__chosen,,,,885.0,
7.0,,0.5,629.0,250.0,155.0,95.0,139.0,7.0,92.0,,,DCM___ECH_CT_-_SEPT_2024_to_AUG-2025__chosen,,,,939.0,
7.5,,,539.0,210.0,130.0,80.0,106.0,6.8,83.0,,,DCM___ECH_CT_-_SEPT_2024_to_AUG-2025__chosen,,,,804.0,
7.6,,0.2,520.0,200.0,124.0,76.0,94.0,7.0,74.0,,,DCM___ECH_CT_-_SEPT_2024_to_AUG-2025__chosen,,,,776.0,
7.5,,0.2,537.0,220.0,136.0,84.0,115.0,7.2,80.0,,,DCM___ECH_CT_-_SEPT_2024_to_AUG-2025__chosen,,,,801.0,
8.1,,,594.0,240.0,150.0,90.0,118.0,6.9,86.0,,,DCM___ECH_CT_-_SEPT_2024_to_AUG-2025__chosen,,,,887.0,
8.15,,0.3,640.0,248.0,159.0,89.0,122.0,6.5,88.0,,,DCM___ECH_CT_-_SEPT_2024_to_AUG-2025__chosen,,,,955.0,
7.65,,0.3,620.0,200.0,126.0,74.0,95.0,6.5,100.0,,,DCM___ECH_CT_-_SEPT_2024_to_AUG-2025__chosen,,,,925.0,
8.1,,0.3,575.0,215.0,133.0,82.0,90.0,6.5,110.0,,,DCM___ECH_CT_-_SEPT_2024_to_AUG-2025__chosen,,,,858.0,
8.0,,0.2,590.0,212.0,131.0,81.0,124.0,6.3,100.0,,,DCM___ECH_CT_-_SEPT_2024_to_AUG-2025__chosen,,,,880.0,
8.0,,0.2,570.0,200.0,124.0,76.0,118.0,6.5,115.0,,,DCM___ECH_CT_-_SEPT_2024_to_AUG-2025__chosen,,,,850.0,
8.0,,0.2,540.0,192.0,119.0,73.0,107.0,6.7,150.0,,,DCM___ECH_CT_-_SEPT_2024_to_AUG-2025__chosen,,,,805.0,
7.8,,0.1,430.0,160.0,99.0,61.0,94.0,6.8,100.0,,,DCM___ECH_CT_-_SEPT_2024_to_AUG-2025__chosen,,,,641.0,
8.4,,0.2,411.0,200.0,125.0,75.0,96.0,7.0,100.0,,,DCM___ECH_CT_-_SEPT_2024_to_AUG-2025__chosen,,,,613.0,
7.6,,0.2,395.0,196.0,121.0,75.0,94.0,6.9,90.0,,,DCM___ECH_CT_-_SEPT_2024_to_AUG-2025__chosen,,,,589.0,
6.5,,,436.0,210.0,130.0,80.0,100.0,7.0,98.0,,,DCM___ECH_CT_-_SEPT_2024_to_AUG-2025__chosen,,,,650.0,
6.5,,,460.0,220.0,136.0,84.0,93.0,7.3,59.0,,,DCM___ECH_CT_-_SEPT_2024_to_AUG-2025__chosen,,,,687.0,
6.0,,0.2,425.0,200.0,124.0,76.0,106.0,7.0,50.0,,,DCM___ECH_CT_-_SEPT_2024_to_AUG-2025__chosen,,,,634.0,
6.7,,0.2,438.0,218.0,135.0,83.0,110.0,7.5,62.0,,,DCM___ECH_CT_-_SEPT_2024_to_AUG-2025__chosen,,,,653.0,
7.0,32.0,0.2,436.0,226.0,140.0,86.0,117.0,7.3,69.0,,,DCM___ECH_CT_-_SEPT_2024_to_AUG-2025__chosen,,,,650.0,
7.5,,0.4,422.0,180.0,112.0,68.0,94.0,5.9,94.0,,,DCM___ECH_CT_-_SEPT_2024_to_AUG-2025__chosen,,,,630.0,
7.9,,0.2,450.0,192.0,119.0,73.0,99.0,6.2,93.0,,,DCM___ECH_CT_-_SEPT_2024_to_AUG-2025__chosen,,,,671.0,
8.1,,,520.0,230.0,142.0,88.0,118.0,6.2,100.0,,,DCM___ECH_CT_-_SEPT_2024_to_AUG-2025__chosen,,,,776.0,
8.2,,,570.0,215.0,133.0,82.0,112.0,6.5,110.0,,,DCM___ECH_CT_-_SEPT_2024_to_AUG-2025__chosen,,,,850.0,
8.0,,,490.0,180.0,111.0,69.0,95.0,6.8,92.0,,,DCM___ECH_CT_-_SEPT_2024_to_AUG-2025__chosen,,,,731.0,
8.1,,,431.0,195.0,120.0,75.0,107.0,6.6,100.0,,,DCM___ECH_CT_-_SEPT_2024_to_AUG-2025__chosen,,,,643.0,
8.3,,,438.0,210.0,130.0,80.0,95.0,6.8,110.0,,,DCM___ECH_CT_-_SEPT_2024_to_AUG-2025__chosen,,,,653.0,
8.45,,,448.0,200.0,122.0,78.0,110.0,6.4,142.0,,,DCM___ECH_CT_-_SEPT_2024_to_AUG-2025__chosen,,,,668.0,
8.4,,,464.0,215.0,133.0,82.0,117.0,6.6,166.0,,,DCM___ECH_CT_-_SEPT_2024_to_AUG-2025__chosen,,,,692.0,
8.5,,0.1,490.0,240.0,148.0,92.0,142.0,6.8,183.0,,,DCM___ECH_CT_-_SEPT_2024_to_AUG-2025__chosen,,,,731.0,
8.65,,,502.0,248.0,153.0,95.0,146.0,6.5,200.0,,,DCM___ECH_CT_-_SEPT_2024_to_AUG-2025__chosen,,,,749.0,
8.6,,0.2,515.0,240.0,148.0,92.0,150.0,6.4,210.0,,,DCM___ECH_CT_-_SEPT_2024_to_AUG-2025__chosen,,,,768.0,
8.55,,0.2,502.0,250.0,161.0,89.0,140.0,6.7,200.0,,,DCM___ECH_CT_-_SEPT_2024_to_AUG-2025__chosen,,,,749.0,
8.5,,0.3,512.0,254.0,160.0,94.0,142.0,6.2,204.0,,,DCM___ECH_CT_-_SEPT_2024_to_AUG-2025__chosen,,,,764.0,
8.6,,0.2,520.0,260.0,161.0,99.0,118.0,6.7,210.0,,,DCM___ECH_CT_-_SEPT_2024_to_AUG-2025__chosen,,,,776.0,
8.5,,0.1,545.0,245.0,151.0,94.0,125.0,6.9,230.0,,,DCM___ECH_CT_-_SEPT_2024_to_AUG-2025__chosen,,,,813.0,
8.68,,0.2,457.0,210.0,130.0,80.0,127.0,67.0,245.0,,,DCM___ECH_CT_-_SEPT_2024_to_AUG-2025__chosen,,,,682.0,
8.8,,0.2,470.0,217.0,137.0,80.0,136.0,6.9,260.0,,,DCM___ECH_CT_-_SEPT_2024_to_AUG-2025__chosen,,,,701.0,
8.6,,0.5,485.0,227.0,140.0,87.0,145.0,6.5,249.0,,,DCM___ECH_CT_-_SEPT_2024_to_AUG-2025__chosen,,,,723.0,
8.65,,,470.0,236.0,146.0,90.0,150.0,6.2,240.0,,,DCM___ECH_CT_-_SEPT_2024_to_AUG-2025__chosen,,,,701.0,
8.7,,,510.0,240.0,150.0,90.0,156.0,6.5,248.0,,,DCM___ECH_CT_-_SEPT_2024_to_AUG-2025__chosen,,,,761.0,
8.6,,,470.0,250.0,155.0,95.0,110.0,5.5,200.0,,,DCM___ECH_CT_-_SEPT_2024_to_AUG-2025__chosen,,,,850.0,
8.68,,,483.0,258.0,163.0,95.0,118.0,5.0,210.0,,,DCM___ECH_CT_-_SEPT_2024_to_AUG-2025__chosen,,,,720.0,
8.8,,,490.0,264.0,170.0,94.0,120.0,4.5,208.0,,,DCM___ECH_CT_-_SEPT_2024_to_AUG-2025__chosen,,,,731.0,
8.76,,,454.0,240.0,140.0,100.0,109.0,4.0,195.0,,,DCM___ECH_CT_-_SEPT_2024_to_AUG-2025__chosen,,,,677.0,
8.56,,,520.0,310.0,190.0,120.0,140.0,3.5,175.0,,,DCM___ECH_CT_-_SEPT_2024_to_AUG-2025__chosen,,,,776.0,
8.4,,0.2,542.0,320.0,190.0,130.0,90.0,2.5,180.0,,,DCM___ECH_CT_-_SEPT_2024_to_AUG-2025__chosen,,,,809.0,
8.55,,,554.0,327.0,202.0,125.0,98.0,2.5,195.0,,,DCM___ECH_CT_-_SEPT_2024_to_AUG-2025__chosen,,,,826.0,
8.4,,0.1,567.0,320.0,190.0,130.0,107.0,2.3,200.0,,,DCM___ECH_CT_-_SEPT_2024_to_AUG-2025__chosen,,,,846.0,
8.4,,,580.0,300.0,186.0,114.0,90.0,2.0,170.0,,,DCM___ECH_CT_-_SEPT_2024_to_AUG-2025__chosen,,,,865.0,
8.5,,,640.0,317.0,196.0,121.0,97.0,2.0,185.0,,,DCM___ECH_CT_-_SEPT_2024_to_AUG-2025__chosen,,,,955.0,
8.65,,,593.0,320.0,198.0,122.0,107.0,1.6,190.0,,,DCM___ECH_CT_-_SEPT_2024_to_AUG-2025__chosen,,,,886.0,
8.1,,,610.0,329.0,203.0,126.0,115.0,1.6,170.0,,,DCM___ECH_CT_-_SEPT_2024_to_AUG-2025__chosen,,,,910.0,
8.25,,,627.0,341.0,211.0,130.0,110.0,1.3,155.0,,,DCM___ECH_CT_-_SEPT_2024_to_AUG-2025__chosen,,,,935.0,
8.3,,,635.0,330.0,202.0,128.0,109.0,1.0,163.0,,,DCM___ECH_CT_-_SEPT_2024_to_AUG-2025__chosen,,,,947.0,
8.0,,0.2,614.0,290.0,166.0,124.0,95.0,1.0,134.0,,,DCM___ECH_CT_-_SEPT_2024_to_AUG-2025__chosen,,,,916.0,
8.15,,,580.0,315.0,195.0,120.0,106.0,1.0,110.0,,,DCM___ECH_CT_-_SEPT_2024_to_AUG-2025__chosen,,,,866.0,
8.0,,,592.0,329.0,203.0,126.0,110.0,1.0,98.0,,,DCM___ECH_CT_-_SEPT_2024_to_AUG-2025__chosen,,,,883.0,
