cycle,timestamp,pH,conductivity,temperature,ORP,LSI,RSI,risk_level,primary_risk,preemptive,doses,blowdown,slug_doses,cost_inr,safety_overrides,emergency_stop
3604,1705147800.0,7.55,2753.846153846154,34.58274438827705,615.7802969513117,0.5390977067433012,6.4718045865133975,LOW,scaling,False,"{'AQUATREAT-2501': 0.8333, 'AQUATREAT-1196': 2.0833, 'AQUATREAT-2150': 0.25, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.25}",0.0,{},800.83,0,False
3605,1705148100.0,7.6,2800.0,33.57371610811927,575.6295817557884,0.5616931942750014,6.476613611449997,LOW,biofouling,False,"{'AQUATREAT-2501': 0.2167, 'AQUATREAT-1196': 2.0833, 'AQUATREAT-2150': 0.25, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.25}",0.0,{},689.84,1,False
3606,1705148400.0,7.67,2830.7692307692305,33.673069110907036,587.4700070631253,0.6015180337511401,6.46696393249772,LOW,biofouling,True,"{'AQUATREAT-2501': 0.2817, 'AQUATREAT-1196': 2.0833, 'AQUATREAT-2150': 0.25, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.25}",0.0,{},701.54,1,False
3607,1705148700.0,7.55,2753.846153846154,34.284160331885616,599.9351297570726,0.4813268572620819,6.587346285475836,LOW,biofouling,True,"{'AQUATREAT-2501': 0.3662, 'AQUATREAT-1196': 2.0833, 'AQUATREAT-2150': 0.25, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.25}",0.0,{},716.75,1,False
3608,1705149000.0,7.7,2415.3846153846152,33.21468625807202,590.627344333449,0.5459122712864817,6.608175457427037,LOW,biofouling,True,"{'AQUATREAT-2501': 0.4761, 'AQUATREAT-1196': 2.0833, 'AQUATREAT-2150': 0.25, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.25}",0.0,{},736.53,1,False
3609,1705149300.0,7.78,2415.3846153846152,33.704741494305175,586.9651584428848,0.6809079516996084,6.4181840966007835,MODERATE,biofouling,True,"{'AQUATREAT-2501': 0.1595, 'AQUATREAT-1196': 2.0833, 'AQUATREAT-2150': 0.25, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.25}",0.0,{},679.55,1,False
3610,1705149600.0,7.69,2415.3846153846152,33.596502001358395,602.3960426508626,0.583355137384868,6.523289725230264,LOW,biofouling,True,"{'AQUATREAT-2501': 0.2074, 'AQUATREAT-1196': 2.0833, 'AQUATREAT-2150': 0.25, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.25}",0.0,{},688.17,1,False
3611,1705149900.0,7.58,2292.3076923076924,33.22336620305381,595.1355413063699,0.4598358591431104,6.660328281713779,LOW,biofouling,True,"{'AQUATREAT-2501': 0.2696, 'AQUATREAT-1196': 2.0833, 'AQUATREAT-2150': 0.25, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.25}",0.0,{},699.37,1,False
3612,1705150200.0,7.55,2553.846153846154,33.6577653001355,588.7457001156773,0.4137564795935793,6.722487040812841,LOW,corrosion,True,"{'AQUATREAT-2501': 0.3505, 'AQUATREAT-1196': 2.0833, 'AQUATREAT-2150': 0.1245, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.25}",0.0,{},682.54,1,False
3613,1705150500.0,7.7,2507.6923076923076,32.579818523283436,587.8531103458572,0.5639544131524863,6.572091173695028,LOW,corrosion,True,"{'AQUATREAT-2501': 0.1258, 'AQUATREAT-1196': 2.0833, 'AQUATREAT-2150': 0.0528, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.25}",0.0,{},624.17,1,False
3614,1705150800.0,7.6,2276.9230769230767,33.25290697123764,605.0295578629798,0.5013244582758372,6.597351083448325,LOW,corrosion,True,"{'AQUATREAT-2501': 0.1667, 'AQUATREAT-1196': 0.6078, 'AQUATREAT-2150': 0.0484, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.0602}",0.0,{},267.86,3,False
3615,1705151100.0,7.86,2369.230769230769,33.2801961237053,622.6986003048177,0.5638556792649023,6.732288641470196,LOW,corrosion,True,"{'AQUATREAT-2501': 0.2167, 'AQUATREAT-1196': 0.7901, 'AQUATREAT-2150': 0.0457, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.0783}",0.0,{},319.91,3,False
3616,1705151400.0,7.55,2238.4615384615386,33.54190943709793,613.5905229421655,0.3164886350565981,6.917022729886804,LOW,corrosion,True,"{'AQUATREAT-2501': 0.2817, 'AQUATREAT-1196': 1.0271, 'AQUATREAT-2150': 0.0471, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.1018}",0.0,{},388.8,3,False
3617,1705151700.0,7.6,2261.5384615384614,33.167261138587655,599.5472574150334,0.34156421204396015,6.916871575912079,LOW,corrosion,True,"{'AQUATREAT-2501': 0.1059, 'AQUATREAT-1196': 1.3352, 'AQUATREAT-2150': 0.0466, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.1243}",0.0,{},429.33,2,False
3618,1705152000.0,7.58,2338.4615384615386,33.12462912646025,630.8249867561051,0.365076005078123,6.849847989843754,LOW,corrosion,True,"{'AQUATREAT-2501': 0.1667, 'AQUATREAT-1196': 0.4778, 'AQUATREAT-2150': 0.0456, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.0594}",0.0,{},238.41,2,False
3619,1705152300.0,7.7,2384.6153846153848,32.09640101364224,624.778252486407,0.45530598363294406,6.789388032734112,LOW,corrosion,True,"{'AQUATREAT-2501': 0.2167, 'AQUATREAT-1196': 0.6212, 'AQUATREAT-2150': 0.0447, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.0487}",0.0,{},276.59,2,False
3620,1705152600.0,7.85,2492.3076923076924,32.92117530602667,600.304125921305,0.5852155534758214,6.679568893048357,LOW,scaling,False,"{'AQUATREAT-2501': 0.2817, 'AQUATREAT-1196': 0.8076, 'AQUATREAT-2150': 0.044, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.0447}",0.0,{},328.3,2,False
3621,1705152900.0,7.4,1983.076923076923,32.294062340221956,627.6264398628693,0.05182345336816674,7.296353093263667,LOW,corrosion,True,"{'AQUATREAT-2501': 0.0872, 'AQUATREAT-1196': 1.0498, 'AQUATREAT-2150': 0.0505, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.0541}",0.0,{},350.11,2,False
3622,1705153200.0,7.86,2769.230769230769,32.23030528227945,583.966106772432,0.8319241085358664,6.1961517829282675,MODERATE,scaling,False,"{'AQUATREAT-2501': 0.1667, 'AQUATREAT-1196': 1.3648, 'AQUATREAT-2150': 0.0405, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.0443}",0.0,{},429.22,2,False
3623,1705153500.0,1.0,2769.230769230769,32.508971185678966,644.4819295930778,-5.0,13.004848400547615,HIGH,corrosion,False,"{'AQUATREAT-2501': 0.2167, 'AQUATREAT-1196': 0.3328, 'AQUATREAT-2150': 0.0506, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.0404}",0.0,{},212.96,2,False
3624,1705153800.0,0.0,0.0,32.94652102407036,582.4386586698183,-5.0,14.0,HIGH,corrosion,True,"{'AQUATREAT-2501': 0.2817, 'AQUATREAT-1196': 0.4327, 'AQUATREAT-2150': 0.0658, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.0526}",0.0,{},252.85,4,False
3625,1705154100.0,3.333333333333333,0.0,33.03257553306469,643.9605012806023,-5.0,13.70194634969861,HIGH,corrosion,True,"{'AQUATREAT-2501': 0.3662, 'AQUATREAT-1196': 0.5625, 'AQUATREAT-2150': 0.0855, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.0683}",0.0,{},304.7,4,False
3626,1705154400.0,0.0,0.0,33.26477964785802,587.8771901974997,-5.0,14.0,HIGH,corrosion,True,"{'AQUATREAT-2501': 0.0, 'AQUATREAT-1196': 0.0, 'AQUATREAT-2150': 0.0, 'AQUATREAT-4612': 0.0, 'AQUATREAT-6625': 0.0}",0.3,{},0.0,1,True
3627,1705154700.0,7.8,1969.230769230769,31.99970094732173,574.8581703542322,0.6651888544438309,6.469622291112338,MODERATE,corrosion,True,"{'AQUATREAT-2501': 0.4167, 'AQUATREAT-1196': 1.0417, 'AQUATREAT-2150': 0.125, 'AQUATREAT-4612': 0.125, 'AQUATREAT-6625': 0.125}",0.0,{},400.42,5,False
3628,1705155000.0,7.54,1976.923076923077,33.21098582833704,650.1858174079723,0.4433174268201556,6.653365146359689,LOW,corrosion,True,"{'AQUATREAT-2501': 0.5417, 'AQUATREAT-1196': 1.3542, 'AQUATREAT-2150': 0.1625, 'AQUATREAT-4612': 0.1625, 'AQUATREAT-6625': 0.1625}",0.0,{},520.54,5,False
3629,1705155300.0,7.68,2015.3846153846152,32.415204301633565,585.5247799781857,0.6092466802136123,6.461506639572775,LOW,corrosion,True,"{'AQUATREAT-2501': 0.7042, 'AQUATREAT-1196': 1.7604, 'AQUATREAT-2150': 0.2113, 'AQUATREAT-4612': 0.2113, 'AQUATREAT-6625': 0.2113}",0.0,{},676.7,5,False
3630,1705155600.0,7.62,1992.3076923076922,33.035689635190764,607.9587787634928,0.542851667928022,6.534296664143956,LOW,biofouling,False,"{'AQUATREAT-2501': 0.8333, 'AQUATREAT-1196': 2.0833, 'AQUATREAT-2150': 0.25, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.25}",0.0,{},800.83,0,False
3631,1705155900.0,7.92,2092.3076923076924,32.79132645984172,652.4552300863758,0.8359679429972129,6.248064114005574,MODERATE,scaling,True,"{'AQUATREAT-2501': 0.8333, 'AQUATREAT-1196': 2.0833, 'AQUATREAT-2150': 0.25, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.25}",0.0,{},800.83,0,False
3632,1705156200.0,7.83,2000.0,31.596993669099714,606.7967549897841,0.7503947373240862,6.329210525351828,MODERATE,scaling,True,"{'AQUATREAT-2501': 0.8333, 'AQUATREAT-1196': 2.0833, 'AQUATREAT-2150': 0.25, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.25}",0.0,{},800.83,0,False
3633,1705156500.0,7.51,2030.7692307692307,33.232723180354704,600.2411336698696,0.43043842036429947,6.649123159271401,LOW,scaling,True,"{'AQUATREAT-2501': 0.8333, 'AQUATREAT-1196': 2.0833, 'AQUATREAT-2150': 0.25, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.25}",0.0,{},800.83,0,False
3634,1705156800.0,7.5,2092.3076923076924,32.365556935053405,619.3616576133444,0.40191057721695955,6.696178845566081,LOW,scaling,True,"{'AQUATREAT-2501': 0.8333, 'AQUATREAT-1196': 2.0833, 'AQUATREAT-2150': 0.25, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.25}",0.0,{},800.83,0,False
3635,1705157100.0,7.5,2061.5384615384614,31.90126326765833,631.9716211112402,0.4002179224469753,6.699564155106049,LOW,scaling,True,"{'AQUATREAT-2501': 0.8333, 'AQUATREAT-1196': 2.0833, 'AQUATREAT-2150': 0.25, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.25}",0.0,{},800.83,0,False
3636,1705157400.0,7.92,2138.4615384615386,31.85285680881168,594.9096627583448,0.8113929667963582,6.2972140664072835,MODERATE,scaling,True,"{'AQUATREAT-2501': 0.8333, 'AQUATREAT-1196': 2.0833, 'AQUATREAT-2150': 0.25, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.25}",0.0,{},800.83,0,False
3637,1705157700.0,7.75,2092.3076923076924,31.829062891856097,640.9622112750142,0.6730806167187007,6.403838766562599,MODERATE,scaling,True,"{'AQUATREAT-2501': 0.8333, 'AQUATREAT-1196': 2.0833, 'AQUATREAT-2150': 0.25, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.25}",0.0,{},800.83,0,False
3638,1705158000.0,7.76,2030.7692307692307,32.64360414452059,624.1730901860732,0.6592725847492868,6.441454830501426,MODERATE,scaling,False,"{'AQUATREAT-2501': 0.8333, 'AQUATREAT-1196': 2.0833, 'AQUATREAT-2150': 0.25, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.25}",0.0,{},800.83,0,False
3639,1705158300.0,7.51,1923.076923076923,32.64020989109428,604.6294561849135,0.42069351385244325,6.668612972295113,LOW,biofouling,False,"{'AQUATREAT-2501': 0.8333, 'AQUATREAT-1196': 2.0833, 'AQUATREAT-2150': 0.25, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.25}",0.0,{},800.83,0,False
3640,1705158600.0,7.8,2061.5384615384614,32.048450756554395,608.6259172289915,0.7096725431563788,6.380654913687242,MODERATE,scaling,False,"{'AQUATREAT-2501': 0.8333, 'AQUATREAT-1196': 2.0833, 'AQUATREAT-2150': 0.25, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.25}",0.0,{},800.83,0,False
3641,1705158900.0,7.54,2230.7692307692305,31.439569740532605,593.7084562619825,0.3631516057767765,6.813696788446447,LOW,scaling,True,"{'AQUATREAT-2501': 0.2049, 'AQUATREAT-1196': 2.0833, 'AQUATREAT-2150': 0.25, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.25}",0.0,{},687.72,1,False
3642,1705159200.0,7.65,2200.0,32.15585276032849,608.4886826948845,0.49101145812389646,6.667977083752207,LOW,biofouling,False,"{'AQUATREAT-2501': 0.2664, 'AQUATREAT-1196': 2.0833, 'AQUATREAT-2150': 0.25, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.25}",0.0,{},698.78,1,False
3643,1705159500.0,7.6,2169.230769230769,32.02981734694436,600.2158313650467,0.4801417062361466,6.639716587527706,LOW,biofouling,True,"{'AQUATREAT-2501': 0.3463, 'AQUATREAT-1196': 2.0833, 'AQUATREAT-2150': 0.25, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.25}",0.0,{},713.17,1,False
3644,1705159800.0,7.7,2107.6923076923076,31.256397565018492,636.9757628893988,0.5260616365428215,6.647876726914357,LOW,biofouling,True,"{'AQUATREAT-2501': 0.4502, 'AQUATREAT-1196': 2.0833, 'AQUATREAT-2150': 0.25, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.25}",0.0,{},731.87,1,False
3645,1705160100.0,7.6,2192.3076923076924,32.023481237205885,607.9943684149513,0.48253506927772705,6.6349298614445456,LOW,biofouling,True,"{'AQUATREAT-2501': 0.1561, 'AQUATREAT-1196': 2.0833, 'AQUATREAT-2150': 0.25, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.25}",0.0,{},678.93,1,False
3646,1705160400.0,7.54,2207.6923076923076,31.65631970276044,620.1185322073035,0.46751034121032475,6.6049793175793505,LOW,corrosion,True,"{'AQUATREAT-2501': 0.203, 'AQUATREAT-1196': 2.0833, 'AQUATREAT-2150': 0.25, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.25}",0.0,{},687.37,1,False
3647,1705160700.0,7.56,2107.6923076923076,31.693944964882387,647.8198984041534,0.4122747908584268,6.735450418283146,LOW,corrosion,True,"{'AQUATREAT-2501': 0.2638, 'AQUATREAT-1196': 2.0833, 'AQUATREAT-2150': 0.25, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.25}",0.0,{},698.33,1,False
3648,1705161000.0,7.56,2230.7692307692305,32.389601626554025,559.1941355909403,0.4730785602603982,6.613842879479203,LOW,biofouling,False,"{'AQUATREAT-2501': 0.343, 'AQUATREAT-1196': 2.0833, 'AQUATREAT-2150': 0.1039, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.25}",0.0,{},676.04,1,False
3649,1705161300.0,7.86,2123.076923076923,31.450136596104148,590.968834799668,0.7325962334611544,6.3948075330776915,MODERATE,scaling,False,"{'AQUATREAT-2501': 0.4459, 'AQUATREAT-1196': 2.0833, 'AQUATREAT-2150': 0.055, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.25}",0.0,{},682.35,1,False
3650,1705161600.0,7.7,2184.6153846153848,31.447474064952264,615.9576962903114,0.5825112636176293,6.534977472764742,LOW,scaling,False,"{'AQUATREAT-2501': 0.1062, 'AQUATREAT-1196': 0.588, 'AQUATREAT-2150': 0.0486, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.0635}",0.0,{},253.32,3,False
3651,1705161900.0,7.5,2215.3846153846152,31.18925392770682,630.1948801699481,0.37047440784498953,6.759051184310021,LOW,biofouling,False,"{'AQUATREAT-2501': 0.1667, 'AQUATREAT-1196': 0.7644, 'AQUATREAT-2150': 0.0471, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.0825}",0.0,{},306.45,3,False
3652,1705162200.0,7.55,2230.7692307692305,31.085092060088385,573.2772453324375,0.3979210069572874,6.754157986085425,LOW,biofouling,True,"{'AQUATREAT-2501': 0.2167, 'AQUATREAT-1196': 0.9937, 'AQUATREAT-2150': 0.0462, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.1073}",0.0,{},370.63,3,False
3653,1705162500.0,7.5,2215.3846153846152,32.06384979331255,615.6726817956729,0.37103114045688734,6.757937719086225,LOW,biofouling,True,"{'AQUATREAT-2501': 0.2817, 'AQUATREAT-1196': 1.2919, 'AQUATREAT-2150': 0.0465, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.1367}",0.0,{},453.88,2,False
3654,1705162800.0,7.7,2123.076923076923,32.551936526107504,625.731279192272,0.5825384449488977,6.534923110102205,LOW,scaling,True,"{'AQUATREAT-2501': 0.0883, 'AQUATREAT-1196': 0.4692, 'AQUATREAT-2150': 0.0505, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.0652}",0.0,{},224.77,2,False
3655,1705163100.0,7.7,2107.6923076923076,31.88029594440012,614.536914033358,0.583079206100976,6.533841587798048,LOW,scaling,False,"{'AQUATREAT-2501': 0.1667, 'AQUATREAT-1196': 0.61, 'AQUATREAT-2150': 0.0475, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.0531}",0.0,{},266.71,2,False
3656,1705163400.0,7.65,2076.9230769230767,31.57863162283102,603.7511668815191,0.5348205061796882,6.580358987640624,LOW,biofouling,False,"{'AQUATREAT-2501': 0.2167, 'AQUATREAT-1196': 0.793, 'AQUATREAT-2150': 0.0505, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.0533}",0.0,{},316.75,2,False
3657,1705163700.0,7.5,1923.076923076923,31.620175583368557,616.9317360259812,0.31271422101017343,6.874571557979653,LOW,corrosion,True,"{'AQUATREAT-2501': 0.0834, 'AQUATREAT-1196': 1.0309, 'AQUATREAT-2150': 0.0514, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.0541}",0.0,{},345.46,2,False
3658,1705164000.0,7.92,2230.7692307692305,30.95663190010763,605.9842908151293,0.8721216766583417,6.1757566466833165,MODERATE,scaling,False,"{'AQUATREAT-2501': 0.1667, 'AQUATREAT-1196': 1.3401, 'AQUATREAT-2150': 0.0464, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.0509}",0.0,{},426.6,2,False
3659,1705164300.0,0.0,2230.7692307692305,30.77444089679388,630.8339127754957,-5.0,14.0,HIGH,corrosion,True,"{'AQUATREAT-2501': 0.2167, 'AQUATREAT-1196': 0.3454, 'AQUATREAT-2150': 0.056, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.0481}",0.0,{},218.6,2,False
3660,1705164600.0,0.0,0.0,30.977623204007386,600.1736897356716,-5.0,14.0,HIGH,corrosion,True,"{'AQUATREAT-2501': 0.2817, 'AQUATREAT-1196': 0.449, 'AQUATREAT-2150': 0.0728, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.0625}",0.0,{},260.18,4,False
3661,1705164900.0,0.0,0.0,31.005039604077375,597.5594419419549,-5.0,14.0,HIGH,corrosion,True,"{'AQUATREAT-2501': 0.0, 'AQUATREAT-1196': 0.0, 'AQUATREAT-2150': 0.0, 'AQUATREAT-4612': 0.0, 'AQUATREAT-6625': 0.0}",0.3,{},0.0,1,True
3662,1705165200.0,0.0,0.0,31.637583192967494,636.2763853907082,-5.0,14.0,HIGH,corrosion,True,"{'AQUATREAT-2501': 0.0, 'AQUATREAT-1196': 0.0, 'AQUATREAT-2150': 0.0, 'AQUATREAT-4612': 0.0, 'AQUATREAT-6625': 0.0}",0.3,{},0.0,1,True
3663,1705165500.0,7.24,1746.0,30.85798180668374,591.0838204100514,-0.08169310654566075,7.403386213091322,LOW,corrosion,True,"{'AQUATREAT-2501': 0.4167, 'AQUATREAT-1196': 1.0417, 'AQUATREAT-2150': 0.125, 'AQUATREAT-4612': 0.125, 'AQUATREAT-6625': 0.125}",0.0,{},400.42,5,False
3664,1705165800.0,7.88,1452.0,30.620206836577776,573.9068140722422,0.48568207052669976,6.9086358589466,LOW,corrosion,True,"{'AQUATREAT-2501': 0.5417, 'AQUATREAT-1196': 1.3542, 'AQUATREAT-2150': 0.1625, 'AQUATREAT-4612': 0.1625, 'AQUATREAT-6625': 0.1625}",0.0,{},520.54,5,False
3665,1705166100.0,7.7,1676.0,31.330611413434983,600.9422520646109,0.37507257253082305,6.949854854938354,LOW,corrosion,True,"{'AQUATREAT-2501': 0.7042, 'AQUATREAT-1196': 1.7604, 'AQUATREAT-2150': 0.2113, 'AQUATREAT-4612': 0.2113, 'AQUATREAT-6625': 0.2113}",0.0,{},676.7,5,False
3666,1705166400.0,7.71,1805.0,30.954342333527414,623.3022581362226,0.3799312481049011,6.950137503790198,LOW,corrosion,True,"{'AQUATREAT-2501': 0.8333, 'AQUATREAT-1196': 2.0833, 'AQUATREAT-2150': 0.25, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.25}",0.0,{},800.83,0,False
3667,1705166700.0,7.98,2132.0,30.629109577741215,610.2363230135345,0.7181274746745245,6.543745050650951,MODERATE,scaling,True,"{'AQUATREAT-2501': 0.8333, 'AQUATREAT-1196': 2.0833, 'AQUATREAT-2150': 0.25, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.25}",0.0,{},800.83,0,False
3668,1705167000.0,7.89,2566.0,29.922822876898355,609.7583322079399,0.676319440508304,6.537361118983392,LOW,scaling,True,"{'AQUATREAT-2501': 0.8333, 'AQUATREAT-1196': 2.0833, 'AQUATREAT-2150': 0.25, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.25}",0.0,{},800.83,0,False
3669,1705167300.0,7.54,2714.0,30.93008377349536,667.4420180601633,0.38314504540073724,6.773709909198526,LOW,scaling,True,"{'AQUATREAT-2501': 0.8333, 'AQUATREAT-1196': 2.0833, 'AQUATREAT-2150': 0.25, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.25}",0.0,{},800.83,0,False
3670,1705167600.0,7.31,3169.230769230769,31.896212405849933,584.8000216018277,0.22405972284854148,6.861880554302917,LOW,scaling,True,"{'AQUATREAT-2501': 0.8333, 'AQUATREAT-1196': 2.0833, 'AQUATREAT-2150': 0.25, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.25}",0.0,{},800.83,0,False
3671,1705167900.0,7.77,2718.0,32.04286440803513,588.9380098111938,0.654687328680815,6.4606253426383695,MODERATE,scaling,True,"{'AQUATREAT-2501': 0.8333, 'AQUATREAT-1196': 2.0833, 'AQUATREAT-2150': 0.25, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.25}",0.0,{},800.83,0,False
3672,1705168200.0,7.85,3298.0,30.677329848082806,588.4755083110986,0.8964793443313805,6.0570413113372386,MODERATE,scaling,True,"{'AQUATREAT-2501': 0.8333, 'AQUATREAT-1196': 2.0833, 'AQUATREAT-2150': 0.25, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.25}",0.0,{},800.83,0,False
3673,1705168500.0,7.26,3014.0,31.29696627161148,618.284087397816,0.28362275835328,6.69275448329344,LOW,scaling,True,"{'AQUATREAT-2501': 0.8333, 'AQUATREAT-1196': 2.0833, 'AQUATREAT-2150': 0.25, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.25}",0.0,{},800.83,0,False
3674,1705168800.0,7.74,2797.0,31.541468174560556,622.7223006214599,0.7285568971078717,6.282886205784257,MODERATE,scaling,False,"{'AQUATREAT-2501': 0.8333, 'AQUATREAT-1196': 2.0833, 'AQUATREAT-2150': 0.25, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.25}",0.0,{},800.83,0,False
3675,1705169100.0,7.47,2328.0,31.12354914423311,595.9878000924919,0.4375492114882453,6.594901577023509,LOW,biofouling,True,"{'AQUATREAT-2501': 0.8333, 'AQUATREAT-1196': 2.0833, 'AQUATREAT-2150': 0.25, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.25}",0.0,{},800.83,0,False
3676,1705169400.0,7.51,2035.0,31.402240740633054,594.9441650591771,0.4393215488289446,6.631356902342111,LOW,biofouling,True,"{'AQUATREAT-2501': 0.8333, 'AQUATREAT-1196': 2.0833, 'AQUATREAT-2150': 0.25, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.25}",0.0,{},800.83,0,False
3677,1705169700.0,7.58,1965.0,30.72161519931598,587.6443795587572,0.5276813062575583,6.5246373874848835,LOW,corrosion,True,"{'AQUATREAT-2501': 0.2162, 'AQUATREAT-1196': 2.0833, 'AQUATREAT-2150': 0.25, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.25}",0.0,{},689.75,1,False
3678,1705170000.0,7.25,1967.0,31.845213423534965,572.1539447021427,0.030910913564494713,7.188178172871011,LOW,corrosion,True,"{'AQUATREAT-2501': 0.2811, 'AQUATREAT-1196': 2.0833, 'AQUATREAT-2150': 0.25, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.25}",0.0,{},701.43,1,False
3679,1705170300.0,6.95,2908.0,31.667518347752807,633.9632121223264,-0.09991548836959563,7.149830976739191,LOW,corrosion,True,"{'AQUATREAT-2501': 0.3654, 'AQUATREAT-1196': 2.0833, 'AQUATREAT-2150': 0.25, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.25}",0.0,{},716.61,1,False
3680,1705170600.0,7.6,1780.0,31.84538243775232,618.1377110812017,0.4137849350692919,6.772430129861416,LOW,corrosion,True,"{'AQUATREAT-2501': 0.475, 'AQUATREAT-1196': 2.0833, 'AQUATREAT-2150': 0.25, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.25}",0.0,{},736.34,1,False
3681,1705170900.0,7.62,1861.0,30.946082199548936,634.7024379566216,0.441916239225562,6.736167521548876,LOW,corrosion,True,"{'AQUATREAT-2501': 0.1644, 'AQUATREAT-1196': 2.0833, 'AQUATREAT-2150': 0.25, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.25}",0.0,{},680.42,1,False
3682,1705171200.0,7.26,1880.0,31.146201527713593,597.0757032346036,0.04965344998201182,7.160693100035976,LOW,corrosion,True,"{'AQUATREAT-2501': 0.2137, 'AQUATREAT-1196': 2.0833, 'AQUATREAT-2150': 0.25, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.25}",0.0,{},689.3,1,False
3683,1705171500.0,7.47,1964.0,31.661588992956435,617.2381588781678,0.3157517710680322,6.838496457863935,LOW,corrosion,True,"{'AQUATREAT-2501': 0.2778, 'AQUATREAT-1196': 2.0833, 'AQUATREAT-2150': 0.25, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.25}",0.0,{},700.84,1,False
