cycle,timestamp,pH,conductivity,temperature,ORP,LSI,RSI,risk_level,primary_risk,preemptive,doses,blowdown,slug_doses,cost_inr,safety_overrides,emergency_stop
1325,1704464100.0,7.53,1088.0,31.97091035626116,586.5697771889204,0.2937871609365734,6.942425678126853,LOW,biofouling,False,"{'AQUATREAT-2501': 0.3662, 'AQUATREAT-1196': 0.9154, 'AQUATREAT-2150': 0.0368, 'AQUATREAT-4612': 0.2001, 'AQUATREAT-6625': 0.105}",0.0,{},361.52,4,False
1326,1704464400.0,7.72,1198.0,31.314568013786765,582.8672383487993,0.5946568477064913,6.530686304587017,LOW,corrosion,True,"{'AQUATREAT-2501': 0.476, 'AQUATREAT-1196': 1.19, 'AQUATREAT-2150': 0.05, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.0959}",0.0,{},459.17,3,False
1327,1704464700.0,7.48,1029.0,31.990735311973214,563.0007770561589,0.2712281329532136,6.937543734093573,LOW,biofouling,True,"{'AQUATREAT-2501': 0.0661, 'AQUATREAT-1196': 0.3716, 'AQUATREAT-2150': 0.065, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.1128}",0.0,{},212.44,3,False
1328,1704465000.0,5.68,1062.0,30.594719422200633,590.184447796335,-1.5716560465058969,8.823312093011793,MODERATE,corrosion,True,"{'AQUATREAT-2501': 0.1667, 'AQUATREAT-1196': 0.4831, 'AQUATREAT-2150': 0.0845, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.1107}",0.0,{},259.53,3,False
1329,1704465300.0,7.2,1476.0,31.7241733477165,612.303188463367,0.10880125870094304,6.982397482598114,LOW,biofouling,True,"{'AQUATREAT-2501': 0.2167, 'AQUATREAT-1196': 0.628, 'AQUATREAT-2150': 0.1099, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.0796}",0.0,{},300.54,3,False
1330,1704465600.0,7.84,1004.0,31.28130779860753,604.9236287358881,0.5705786317316672,6.698842736536665,LOW,corrosion,True,"{'AQUATREAT-2501': 0.2817, 'AQUATREAT-1196': 0.8164, 'AQUATREAT-2150': 0.0395, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.1035}",0.0,{},340.88,4,False
1331,1704465900.0,7.05,1126.0,31.510365274399387,602.8893274168173,-0.2996721512230218,7.6493443024460435,LOW,corrosion,True,"{'AQUATREAT-2501': 0.0833, 'AQUATREAT-1196': 1.0613, 'AQUATREAT-2150': 0.0514, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.1123}",0.0,{},363.81,3,False
1332,1704466200.0,7.96,1123.0,30.241338799521827,600.9577436372324,0.5735771542445924,6.812845691510815,LOW,corrosion,True,"{'AQUATREAT-2501': 0.1667, 'AQUATREAT-1196': 1.3797, 'AQUATREAT-2150': 0.0668, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.1037}",0.0,{},450.97,3,False
1333,1704466500.0,7.55,1134.0,30.547919838240304,605.8075208461455,0.15764886791391408,7.234702264172172,LOW,corrosion,True,"{'AQUATREAT-2501': 0.2167, 'AQUATREAT-1196': 0.4047, 'AQUATREAT-2150': 0.0869, 'AQUATREAT-4612': 0.0727, 'AQUATREAT-6625': 0.1013}",0.0,{},193.28,4,False
1334,1704466800.0,7.32,1149.0,31.23352223775201,616.5807304437255,-0.012398678090126403,7.344797356180253,LOW,scaling,True,"{'AQUATREAT-2501': 0.2817, 'AQUATREAT-1196': 0.5261, 'AQUATREAT-2150': 0.1129, 'AQUATREAT-4612': 0.0945, 'AQUATREAT-6625': 0.0997}",0.0,{},244.86,4,False
1335,1704467100.0,7.92,1221.0,31.03028780690693,611.3886670211947,0.6188459679158305,6.682308064168339,LOW,scaling,True,"{'AQUATREAT-2501': 0.3662, 'AQUATREAT-1196': 0.6839, 'AQUATREAT-2150': 0.1468, 'AQUATREAT-4612': 0.1229, 'AQUATREAT-6625': 0.0931}",0.0,{},311.02,4,False
1336,1704467400.0,7.02,1101.0,31.150101897721413,613.9107058056669,-0.21582816017444273,7.451656320348885,LOW,scaling,True,"{'AQUATREAT-2501': 0.0904, 'AQUATREAT-1196': 0.8891, 'AQUATREAT-2150': 0.1909, 'AQUATREAT-4612': 0.1597, 'AQUATREAT-6625': 0.1032}",0.0,{},331.35,4,False
1337,1704467700.0,7.79,1311.0,30.84769213780541,575.4720175053998,0.6360337534432379,6.517932493113524,LOW,scaling,True,"{'AQUATREAT-2501': 0.1667, 'AQUATREAT-1196': 1.1558, 'AQUATREAT-2150': 0.0351, 'AQUATREAT-4612': 0.2077, 'AQUATREAT-6625': 0.0871}",0.0,{},376.94,4,False
1338,1704468000.0,7.4,1362.0,30.447006370480807,591.4496366689216,0.2818667487988744,6.8362665024022515,LOW,scaling,True,"{'AQUATREAT-2501': 0.2167, 'AQUATREAT-1196': 0.4256, 'AQUATREAT-2150': 0.05, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.0813}",0.0,{},241.4,3,False
1339,1704468300.0,7.5,1412.0,30.190445030555768,630.4696760619621,0.3606400402100185,6.778719919579963,LOW,scaling,True,"{'AQUATREAT-2501': 0.2817, 'AQUATREAT-1196': 0.5533, 'AQUATREAT-2150': 0.065, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.0776}",0.0,{},284.19,3,False
1340,1704468600.0,7.93,1552.0,29.935317889129593,632.9013359465065,0.8332037531844252,6.263592493631149,MODERATE,scaling,True,"{'AQUATREAT-2501': 0.3662, 'AQUATREAT-1196': 0.7193, 'AQUATREAT-2150': 0.0845, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.0705}",0.0,{},339.37,3,False
1341,1704468900.0,7.92,1464.0,30.53992564264248,578.3112607846521,0.7662158750170782,6.3875682499658435,MODERATE,scaling,True,"{'AQUATREAT-2501': 0.476, 'AQUATREAT-1196': 0.9351, 'AQUATREAT-2150': 0.1099, 'AQUATREAT-4612': 0.0716, 'AQUATREAT-6625': 0.0734}",0.0,{},356.44,4,False
1342,1704469200.0,7.82,1510.0,30.94255359156901,617.3625875781175,0.7889419695905548,6.242116060818891,MODERATE,scaling,True,"{'AQUATREAT-2501': 0.0978, 'AQUATREAT-1196': 1.2156, 'AQUATREAT-2150': 0.1428, 'AQUATREAT-4612': 0.0931, 'AQUATREAT-6625': 0.0719}",0.0,{},364.88,4,False
1343,1704469500.0,7.47,1476.0,30.70725968276513,591.4685985764008,0.40928153029982095,6.651436939400358,LOW,scaling,True,"{'AQUATREAT-2501': 0.1667, 'AQUATREAT-1196': 0.3862, 'AQUATREAT-2150': 0.1856, 'AQUATREAT-4612': 0.121, 'AQUATREAT-6625': 0.0731}",0.0,{},214.71,4,False
1344,1704469800.0,8.45,1382.0,30.22364316864384,601.6666332658173,1.36374608648706,5.722507827025879,MODERATE,scaling,True,"{'AQUATREAT-2501': 0.2167, 'AQUATREAT-1196': 0.5021, 'AQUATREAT-2150': 0.0231, 'AQUATREAT-4612': 0.1573, 'AQUATREAT-6625': 0.0779}",0.0,{},221.14,4,False
1345,1704470100.0,7.84,1280.0,30.738257300335167,615.6989759064339,0.6788155829852736,6.482368834029453,MODERATE,scaling,True,"{'AQUATREAT-2501': 0.068, 'AQUATREAT-1196': 0.6527, 'AQUATREAT-2150': 0.05, 'AQUATREAT-4612': 0.2045, 'AQUATREAT-6625': 0.0852}",0.0,{},250.83,4,False
1346,1704470400.0,8.11,1593.0,30.66157111854959,595.3640970586464,1.0391051936500606,6.031789612699878,MODERATE,scaling,True,"{'AQUATREAT-2501': 0.1667, 'AQUATREAT-1196': 0.8485, 'AQUATREAT-2150': 0.065, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.0703}",0.0,{},326.98,3,False
1347,1704470700.0,7.6,1556.0,30.143584457960234,610.9247755299743,0.49979844755331637,6.600403104893367,LOW,scaling,True,"{'AQUATREAT-2501': 0.2167, 'AQUATREAT-1196': 1.1031, 'AQUATREAT-2150': 0.0845, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.0692}",0.0,{},396.63,3,False
1348,1704471000.0,7.95,1349.0,31.00755806704735,612.4051539466781,0.7931034267486092,6.363793146502782,MODERATE,scaling,True,"{'AQUATREAT-2501': 0.2817, 'AQUATREAT-1196': 1.434, 'AQUATREAT-2150': 0.0318, 'AQUATREAT-4612': 0.0706, 'AQUATREAT-6625': 0.0794}",0.0,{},412.59,4,False
1349,1704471300.0,8.16,1280.0,29.861532473576773,620.0083400178162,1.2707328693433162,5.618534261313368,MODERATE,scaling,True,"{'AQUATREAT-2501': 0.3662, 'AQUATREAT-1196': 1.8642, 'AQUATREAT-2150': 0.05, 'AQUATREAT-4612': 0.0917, 'AQUATREAT-6625': 0.085}",0.0,{},534.88,4,False
1350,1704471600.0,8.4,1243.0,30.069059743649483,633.8266295291068,1.4901495308635493,5.419700938272902,MODERATE,scaling,True,"{'AQUATREAT-2501': 0.3592, 'AQUATREAT-1196': 2.0833, 'AQUATREAT-2150': 0.065, 'AQUATREAT-4612': 0.1193, 'AQUATREAT-6625': 0.0889}",0.0,{},595.18,2,False
1351,1704471900.0,8.25,1082.0,30.487385325233525,608.5249862294446,1.2780792885044416,5.693841422991117,MODERATE,scaling,False,"{'AQUATREAT-2501': 0.2752, 'AQUATREAT-1196': 1.1761, 'AQUATREAT-2150': 0.0845, 'AQUATREAT-4612': 0.155, 'AQUATREAT-6625': 0.1045}",0.0,{},399.93,2,False
1352,1704472200.0,8.04,1343.0,29.941877593844705,579.3458517723228,1.14796872593518,5.744062548129639,MODERATE,scaling,False,"{'AQUATREAT-2501': 0.2093, 'AQUATREAT-1196': 0.7489, 'AQUATREAT-2150': 0.1099, 'AQUATREAT-4612': 0.2016, 'AQUATREAT-6625': 0.0853}",0.0,{},311.47,2,False
1353,1704472500.0,7.95,1323.0,31.186806603837017,635.284180119253,1.0697632906271197,5.810473418745761,MODERATE,scaling,False,"{'AQUATREAT-2501': 0.2099, 'AQUATREAT-1196': 0.756, 'AQUATREAT-2150': 0.1428, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.0835}",0.0,{},336.5,1,False
1354,1704472800.0,8.73,1258.0,31.01560952194457,617.7865413924192,1.6911487534248373,5.347702493150326,MODERATE,scaling,True,"{'AQUATREAT-2501': 0.2249, 'AQUATREAT-1196': 0.8231, 'AQUATREAT-2150': 0.0271, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.0873}",0.0,{},325.82,1,False
1355,1704473100.0,8.8,1220.0,30.609143424556148,587.7784009872046,1.7446291715809696,5.310741656838061,MODERATE,scaling,True,"{'AQUATREAT-2501': 0.2344, 'AQUATREAT-1196': 0.8527, 'AQUATREAT-2150': 0.05, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.0913}",0.0,{},340.55,1,False
1356,1704473400.0,8.82,1268.0,29.854591307765705,580.9433601564147,1.7593015121372026,5.301396975725595,MODERATE,scaling,True,"{'AQUATREAT-2501': 0.2242, 'AQUATREAT-1196': 0.8149, 'AQUATREAT-2150': 0.065, 'AQUATREAT-4612': 0.0726, 'AQUATREAT-6625': 0.0878}",0.0,{},276.67,2,False
1357,1704473700.0,8.83,1326.0,30.572263844890493,590.886574246121,1.8065061864983836,5.216987627003233,MODERATE,scaling,True,"{'AQUATREAT-2501': 0.2145, 'AQUATREAT-1196': 0.7772, 'AQUATREAT-2150': 0.0845, 'AQUATREAT-4612': 0.0943, 'AQUATREAT-6625': 0.0833}",0.0,{},277.56,2,False
1358,1704474000.0,8.49,1320.0,30.882663722169056,567.3410815926973,1.456363946732747,5.577272106534506,MODERATE,scaling,True,"{'AQUATREAT-2501': 0.2101, 'AQUATREAT-1196': 0.771, 'AQUATREAT-2150': 0.1099, 'AQUATREAT-4612': 0.1226, 'AQUATREAT-6625': 0.0844}",0.0,{},291.02,2,False
1359,1704474300.0,8.12,1365.0,31.049117576078757,589.5200645167239,1.124469148661781,5.871061702676437,MODERATE,scaling,True,"{'AQUATREAT-2501': 0.2052, 'AQUATREAT-1196': 0.731, 'AQUATREAT-2150': 0.1428, 'AQUATREAT-4612': 0.1594, 'AQUATREAT-6625': 0.0803}",0.0,{},300.54,2,False
1360,1704474600.0,7.48,1425.0,30.13006280410694,640.2049399399783,0.476365463309806,6.527269073380388,LOW,scaling,True,"{'AQUATREAT-2501': 0.0498, 'AQUATREAT-1196': 0.1743, 'AQUATREAT-2150': 0.1758, 'AQUATREAT-4612': 0.2072, 'AQUATREAT-6625': 0.0766}",0.0,{},172.91,3,False
1361,1704474900.0,7.93,1396.0,30.011327905538504,643.6952518235912,0.9130107620255448,6.10397847594891,MODERATE,scaling,False,"{'AQUATREAT-2501': 0.1667, 'AQUATREAT-1196': 0.4167, 'AQUATREAT-2150': 0.0194, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.0778}",0.0,{},222.06,3,False
1362,1704475200.0,8.23,1259.0,30.508420353513245,583.0759906604742,1.1643997002460296,5.901200599507941,MODERATE,scaling,False,"{'AQUATREAT-2501': 0.2167, 'AQUATREAT-1196': 0.5417, 'AQUATREAT-2150': 0.05, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.0864}",0.0,{},267.94,3,False
1363,1704475500.0,7.87,1250.0,30.32163948617912,596.3115651758601,0.7898779616878677,6.290244076624265,MODERATE,corrosion,True,"{'AQUATREAT-2501': 0.0659, 'AQUATREAT-1196': 0.7042, 'AQUATREAT-2150': 0.065, 'AQUATREAT-4612': 0.0746, 'AQUATREAT-6625': 0.0885}",0.0,{},224.59,4,False
1364,1704475800.0,7.79,1439.0,29.90600054730471,586.9902450625996,0.7571361099156428,6.275727780168714,MODERATE,corrosion,True,"{'AQUATREAT-2501': 0.1667, 'AQUATREAT-1196': 0.9154, 'AQUATREAT-2150': 0.0845, 'AQUATREAT-4612': 0.0969, 'AQUATREAT-6625': 0.0772}",0.0,{},298.99,4,False
1365,1704476100.0,8.02,1664.0,29.717270908808885,611.0216877381557,1.040359326380571,5.9392813472388575,MODERATE,scaling,False,"{'AQUATREAT-2501': 0.2167, 'AQUATREAT-1196': 1.19, 'AQUATREAT-2150': 0.1099, 'AQUATREAT-4612': 0.126, 'AQUATREAT-6625': 0.0663}",0.0,{},381.85,4,False
1366,1704476400.0,7.93,1559.0,30.528198528680456,606.978117074676,0.8965508975016512,6.136898204996697,MODERATE,corrosion,True,"{'AQUATREAT-2501': 0.2817, 'AQUATREAT-1196': 0.906, 'AQUATREAT-2150': 0.1052, 'AQUATREAT-4612': 0.1638, 'AQUATREAT-6625': 0.0689}",0.0,{},342.52,2,False
1367,1704476700.0,7.98,1683.0,30.330269866245377,599.6394754265316,0.955941152811925,6.06811769437615,MODERATE,scaling,False,"{'AQUATREAT-2501': 0.3369, 'AQUATREAT-1196': 0.5864, 'AQUATREAT-2150': 0.0663, 'AQUATREAT-4612': 0.213, 'AQUATREAT-6625': 0.064}",0.0,{},287.2,1,False
1368,1704477000.0,7.84,1714.0,30.020583440343902,611.4227239254657,0.8095624978886784,6.220875004222643,MODERATE,scaling,False,"{'AQUATREAT-2501': 0.1643, 'AQUATREAT-1196': 0.5634, 'AQUATREAT-2150': 0.0588, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.0627}",0.0,{},260.77,0,False
1369,1704477300.0,7.12,1673.0,30.26460790030732,577.8606953398212,0.06689398065150787,6.986212038696984,LOW,biofouling,True,"{'AQUATREAT-2501': 0.156, 'AQUATREAT-1196': 0.552, 'AQUATREAT-2150': 0.0593, 'AQUATREAT-4612': 0.0722, 'AQUATREAT-6625': 0.0637}",0.0,{},200.2,1,False
1370,1704477600.0,7.46,1862.0,30.471042024033697,589.0251758204914,0.4625764302831863,6.534847139433627,LOW,biofouling,True,"{'AQUATREAT-2501': 0.1422, 'AQUATREAT-1196': 0.5109, 'AQUATREAT-2150': 0.0544, 'AQUATREAT-4612': 0.0938, 'AQUATREAT-6625': 0.0585}",0.0,{},193.33,1,False
1371,1704477900.0,8.02,1668.0,29.787200278550333,586.378231140142,0.974547536967588,6.070904926064824,MODERATE,biofouling,True,"{'AQUATREAT-2501': 0.1613, 'AQUATREAT-1196': 0.581, 'AQUATREAT-2150': 0.0176, 'AQUATREAT-4612': 0.122, 'AQUATREAT-6625': 0.0632}",0.0,{},212.9,2,False
1372,1704478200.0,8.32,1623.0,30.5314156069331,625.2103023411046,1.285518904670595,5.74896219065881,MODERATE,scaling,False,"{'AQUATREAT-2501': 0.1664, 'AQUATREAT-1196': 0.6142, 'AQUATREAT-2150': 0.05, 'AQUATREAT-4612': 0.1586, 'AQUATREAT-6625': 0.0653}",0.0,{},241.38,2,False
1373,1704478500.0,8.36,1431.0,30.503102636658387,594.6399531967292,1.2681029606015084,5.823794078796983,MODERATE,scaling,False,"{'AQUATREAT-2501': 0.1911, 'AQUATREAT-1196': 0.6957, 'AQUATREAT-2150': 0.065, 'AQUATREAT-4612': 0.2061, 'AQUATREAT-6625': 0.0744}",0.0,{},284.53,2,False
1374,1704478800.0,7.51,1455.0,29.227178163002975,644.286441178385,0.3927896650507874,6.724420669898425,LOW,corrosion,True,"{'AQUATREAT-2501': 0.0495, 'AQUATREAT-1196': 0.1729, 'AQUATREAT-2150': 0.0845, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.074}",0.0,{},162.88,3,False
1375,1704479100.0,7.99,1429.0,30.177181149972437,598.0839840585228,0.8835964414354294,6.2228071171291415,MODERATE,scaling,True,"{'AQUATREAT-2501': 0.1667, 'AQUATREAT-1196': 0.4167, 'AQUATREAT-2150': 0.0208, 'AQUATREAT-4612': 0.0723, 'AQUATREAT-6625': 0.0755}",0.0,{},165.12,4,False
1376,1704479400.0,8.02,1464.0,30.346846381320468,583.4594018920893,1.0807681449749538,5.858463710050092,MODERATE,scaling,False,"{'AQUATREAT-2501': 0.2167, 'AQUATREAT-1196': 0.5417, 'AQUATREAT-2150': 0.05, 'AQUATREAT-4612': 0.094, 'AQUATREAT-6625': 0.0741}",0.0,{},215.56,4,False
1377,1704479700.0,6.97,1597.0,30.725402395441304,588.7358219588466,0.07186320624913822,6.826273587501723,LOW,biofouling,False,"{'AQUATREAT-2501': 0.0562, 'AQUATREAT-1196': 0.7042, 'AQUATREAT-2150': 0.065, 'AQUATREAT-4612': 0.1222, 'AQUATREAT-6625': 0.0684}",0.0,{},234.05,4,False
1378,1704480000.0,8.07,1585.0,30.06638830062193,599.6731254113499,1.1509749885844407,5.768050022831119,MODERATE,scaling,False,"{'AQUATREAT-2501': 0.1667, 'AQUATREAT-1196': 0.9154, 'AQUATREAT-2150': 0.0244, 'AQUATREAT-4612': 0.1589, 'AQUATREAT-6625': 0.0678}",0.0,{},301.87,4,False
1379,1704480300.0,8.03,1679.0,29.23966273721033,635.8688286852613,1.1179368425193132,5.794126314961373,MODERATE,corrosion,True,"{'AQUATREAT-2501': 0.2167, 'AQUATREAT-1196': 1.0349, 'AQUATREAT-2150': 0.05, 'AQUATREAT-4612': 0.2065, 'AQUATREAT-6625': 0.064}",0.0,{},358.07,3,False
1380,1704480600.0,8.11,1558.0,30.202950369426368,594.2616059195034,1.2086771356099302,5.692645728780139,MODERATE,scaling,False,"{'AQUATREAT-2501': 0.2817, 'AQUATREAT-1196': 0.6405, 'AQUATREAT-2150': 0.065, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.0686}",0.0,{},301.58,2,False
1381,1704480900.0,7.39,1453.0,30.106245732415534,637.414451892446,0.4474143993519357,6.495171201296128,LOW,corrosion,True,"{'AQUATREAT-2501': 0.0542, 'AQUATREAT-1196': 0.1732, 'AQUATREAT-2150': 0.0845, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.0729}",0.0,{},163.56,3,False
1382,1704481200.0,8.07,1522.0,30.24227720776151,593.8650778120744,1.116877419879689,5.8362451602406225,MODERATE,corrosion,True,"{'AQUATREAT-2501': 0.1667, 'AQUATREAT-1196': 0.4167, 'AQUATREAT-2150': 0.0264, 'AQUATREAT-4612': 0.0665, 'AQUATREAT-6625': 0.0712}",0.0,{},163.78,4,False
1383,1704481500.0,7.98,1541.0,30.565480849695412,593.6099850436658,0.997712440798022,5.984575118403956,MODERATE,scaling,True,"{'AQUATREAT-2501': 0.2167, 'AQUATREAT-1196': 0.5417, 'AQUATREAT-2150': 0.05, 'AQUATREAT-4612': 0.0865, 'AQUATREAT-6625': 0.0701}",0.0,{},212.36,4,False
1384,1704481800.0,8.41,1644.0,29.365765781644587,606.4059654929342,1.4320627933843486,5.545874413231303,MODERATE,scaling,True,"{'AQUATREAT-2501': 0.2817, 'AQUATREAT-1196': 0.7042, 'AQUATREAT-2150': 0.065, 'AQUATREAT-4612': 0.1124, 'AQUATREAT-6625': 0.0657}",0.0,{},270.97,4,False
1385,1704482100.0,8.06,1502.0,29.744163115000482,586.8589639399477,1.040806386416489,5.978387227167023,MODERATE,scaling,True,"{'AQUATREAT-2501': 0.0656, 'AQUATREAT-1196': 0.2693, 'AQUATREAT-2150': 0.0845, 'AQUATREAT-4612': 0.1461, 'AQUATREAT-6625': 0.0705}",0.0,{},153.05,4,False
1386,1704482400.0,8.34,1707.0,31.70436425254651,587.232683945835,1.394118586240329,5.551762827519342,MODERATE,scaling,True,"{'AQUATREAT-2501': 0.1667, 'AQUATREAT-1196': 0.4167, 'AQUATREAT-2150': 0.0278, 'AQUATREAT-4612': 0.19, 'AQUATREAT-6625': 0.0644}",0.0,{},202.29,4,False
1387,1704482700.0,7.86,1629.0,29.497176627980707,603.3019596092922,0.8544225241128265,6.151154951774347,MODERATE,scaling,True,"{'AQUATREAT-2501': 0.0587, 'AQUATREAT-1196': 0.5417, 'AQUATREAT-2150': 0.05, 'AQUATREAT-4612': 0.247, 'AQUATREAT-6625': 0.0654}",0.0,{},234.35,4,False
1388,1704483000.0,8.49,1662.0,31.184086818192338,587.3048844237711,1.530723496739455,5.42855300652109,MODERATE,scaling,True,"{'AQUATREAT-2501': 0.1667, 'AQUATREAT-1196': 0.7042, 'AQUATREAT-2150': 0.065, 'AQUATREAT-4612': 0.0696, 'AQUATREAT-6625': 0.0648}",0.0,{},236.4,4,False
1389,1704483300.0,8.39,1671.0,30.902870997162488,622.6446362064937,1.2463973171659646,5.897205365668071,MODERATE,scaling,True,"{'AQUATREAT-2501': 0.2167, 'AQUATREAT-1196': 0.9154, 'AQUATREAT-2150': 0.0845, 'AQUATREAT-4612': 0.0905, 'AQUATREAT-6625': 0.0644}",0.0,{},303.35,4,False
1390,1704483600.0,8.25,1611.0,29.99799166204028,596.1019737521311,1.2629655037245735,5.724068992550853,MODERATE,scaling,True,"{'AQUATREAT-2501': 0.2817, 'AQUATREAT-1196': 1.19, 'AQUATREAT-2150': 0.1099, 'AQUATREAT-4612': 0.1176, 'AQUATREAT-6625': 0.0662}",0.0,{},390.85,4,False
1391,1704483900.0,8.24,1674.0,29.92401680380915,590.6592378784281,1.2462166294177761,5.747566741164448,MODERATE,scaling,True,"{'AQUATREAT-2501': 0.2626, 'AQUATREAT-1196': 0.9037, 'AQUATREAT-2150': 0.1428, 'AQUATREAT-4612': 0.1529, 'AQUATREAT-6625': 0.0645}",0.0,{},343.61,2,False
1392,1704484200.0,8.24,1519.0,30.242589740213962,597.0715155497751,1.2279093402693064,5.784181319461387,MODERATE,scaling,True,"{'AQUATREAT-2501': 0.1836, 'AQUATREAT-1196': 0.6592, 'AQUATREAT-2150': 0.1017, 'AQUATREAT-4612': 0.1988, 'AQUATREAT-6625': 0.0685}",0.0,{},280.81,1,False
1393,1704484500.0,8.5,1579.0,30.865563881873726,595.63094202254,1.511368099359256,5.477263801281488,MODERATE,scaling,True,"{'AQUATREAT-2501': 0.176, 'AQUATREAT-1196': 0.6366, 'AQUATREAT-2150': 0.0182, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.0689}",0.0,{},270.06,1,False
1394,1704484800.0,8.48,1437.0,29.807167354898258,587.9653056527769,1.4413906882971608,5.597218623405679,MODERATE,scaling,True,"{'AQUATREAT-2501': 0.1902, 'AQUATREAT-1196': 0.6983, 'AQUATREAT-2150': 0.05, 'AQUATREAT-4612': 0.0712, 'AQUATREAT-6625': 0.0743}",0.0,{},238.03,2,False
1395,1704485100.0,7.53,1496.0,30.36638727174778,609.2865505611451,0.5040765379810548,6.521846924037891,LOW,corrosion,True,"{'AQUATREAT-2501': 0.0492, 'AQUATREAT-1196': 0.1721, 'AQUATREAT-2150': 0.065, 'AQUATREAT-4612': 0.0926, 'AQUATREAT-6625': 0.0725}",0.0,{},107.11,4,False
1396,1704485400.0,7.81,1473.0,31.148973308388157,574.7977958915706,0.7786646920956715,6.252670615808657,MODERATE,corrosion,True,"{'AQUATREAT-2501': 0.1667, 'AQUATREAT-1196': 0.4167, 'AQUATREAT-2150': 0.0845, 'AQUATREAT-4612': 0.1204, 'AQUATREAT-6625': 0.0737}",0.0,{},196.06,4,False
1397,1704485700.0,8.31,1482.0,30.928921560241324,568.0582979852815,1.260603055249872,5.788793889500257,MODERATE,corrosion,True,"{'AQUATREAT-2501': 0.2167, 'AQUATREAT-1196': 0.5417, 'AQUATREAT-2150': 0.0216, 'AQUATREAT-4612': 0.1565, 'AQUATREAT-6625': 0.0729}",0.0,{},228.21,4,False
1398,1704486000.0,7.65,1428.0,30.040630377475875,604.3060156531802,0.5767473394196116,6.496505321160777,LOW,corrosion,True,"{'AQUATREAT-2501': 0.057, 'AQUATREAT-1196': 0.7042, 'AQUATREAT-2150': 0.05, 'AQUATREAT-4612': 0.2034, 'AQUATREAT-6625': 0.0754}",0.0,{},257.84,4,False
1399,1704486300.0,7.17,1489.0,31.58946821387149,602.9667515670926,0.15817938242239293,6.853641235155214,LOW,corrosion,True,"{'AQUATREAT-2501': 0.1667, 'AQUATREAT-1196': 0.2223, 'AQUATREAT-2150': 0.065, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.0733}",0.0,{},189.82,3,False
1400,1704486600.0,7.95,1474.0,30.932764344650842,602.24421716363,0.942449058283855,6.06510188343229,MODERATE,corrosion,True,"{'AQUATREAT-2501': 0.2167, 'AQUATREAT-1196': 0.4167, 'AQUATREAT-2150': 0.0845, 'AQUATREAT-4612': 0.25, 'AQUATREAT-6625': 0.0732}",0.0,{},246.43,3,False
1401,1704486900.0,7.82,1453.0,30.347686758166873,612.847679790886,0.7941895810815982,6.231620837836804,MODERATE,corrosion,True,"{'AQUATREAT-2501': 0.2817, 'AQUATREAT-1196': 0.5417, 'AQUATREAT-2150': 0.1099, 'AQUATREAT-4612': 0.0699, 'AQUATREAT-6625': 0.0746}",0.0,{},234.62,4,False
1402,1704487200.0,7.82,1414.0,30.920300874000947,601.0503569910243,0.8009446984955115,6.218110603008977,MODERATE,corrosion,True,"{'AQUATREAT-2501': 0.3145, 'AQUATREAT-1196': 0.7042, 'AQUATREAT-2150': 0.1276, 'AQUATREAT-4612': 0.0909, 'AQUATREAT-6625': 0.0765}",0.0,{},287.82,2,False
1403,1704487500.0,7.78,1465.0,31.19479397259228,616.121498177769,0.7799439776970472,6.220112044605906,MODERATE,corrosion,True,"{'AQUATREAT-2501': 0.1907, 'AQUATREAT-1196': 0.9154, 'AQUATREAT-2150': 0.0757, 'AQUATREAT-4612': 0.1181, 'AQUATREAT-6625': 0.0745}",0.0,{},307.35,2,False
1404,1704487800.0,8.15,1588.0,31.333944036855204,564.4343107290192,1.1906339222524451,5.76873215549511,MODERATE,corrosion,True,"{'AQUATREAT-2501': 0.1728, 'AQUATREAT-1196': 1.19, 'AQUATREAT-2150': 0.018, 'AQUATREAT-4612': 0.1536, 'AQUATREAT-6625': 0.069}",0.0,{},360.36,3,False
